|6.6.6
morb_1.tab                                                                                          
           2
P(bar)  
   10000.000000000000     
   20000.000000000000     
          68
T(K)    
   400.00000000000000     
   100.00000000000000     
          37
27
P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg vol_fraction_Sp vol_fraction_Pl vol_fraction_Aki vol_fraction_Cpx vol_fraction_O vol_fraction_Ring vol_fraction_seif vol_fraction_Ppv vol_fraction_Opx vol_fraction_Wus vol_fraction_Gt vol_fraction_st vol_fraction_C2_c vol_fraction_coe vol_fraction_q vol_fraction_CF vol_fraction_Pv vol_fraction_ky vol_fraction_ca_pv
190000. 2600.00 3920.82 0.206644E-004 1192.67 9.27979 4.83200 -0.535939E+007 0.000000 0.000000 0.000000 0.221564 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.709460 0.068976 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
210000. 2600.00 4017.34 0.207921E-004 1198.03 9.53549 4.99370 -0.489205E+007 0.000000 0.000000 0.000000 0.089542 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.784447 0.070208 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.055802
230000. 2600.00 4097.38 0.208079E-004 1201.32 9.73748 5.12112 -0.443678E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.828326 0.071149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.100526
250000. 2600.00 4146.89 0.205545E-004 1202.23 9.87695 5.18814 -0.398294E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.796753 0.071560 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.131687
270000. 2600.00 4191.40 0.202083E-004 1202.06 10.0031 5.24735 -0.353413E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.773796 0.071890 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.154313
290000. 2600.00 4261.57 0.198925E-004 1202.24 10.1516 5.33785 -0.310143E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.684450 0.090581 0.000000 0.000000 0.000000 0.043863 0.000000 0.000000 0.181106
310000. 2600.00 4349.88 0.197762E-004 1203.33 10.3363 5.47054 -0.269534E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.015420 0.538895 0.135850 0.000000 0.000000 0.000000 0.106358 0.000000 0.000000 0.203477
330000. 2600.00 4582.79 0.223301E-004 1222.97 10.9090 5.94169 -0.239383E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.052576 0.000000 0.242591 0.000000 0.000000 0.000000 0.251578 0.204507 0.000000 0.248748
350000. 2600.00 4613.24 0.217689E-004 1220.08 10.9997 5.98631 -0.198305E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.048874 0.000000 0.237454 0.000000 0.000000 0.000000 0.248994 0.215984 0.000000 0.248694
370000. 2600.00 4643.31 0.212624E-004 1217.56 11.0890 6.02965 -0.157410E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.043614 0.000000 0.229971 0.000000 0.000000 0.000000 0.245554 0.232211 0.000000 0.248650
390000. 2600.00 4672.68 0.207780E-004 1215.11 11.1750 6.07107 -0.116762E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.039267 0.000000 0.223892 0.000000 0.000000 0.000000 0.242821 0.245421 0.000000 0.248599
410000. 2600.00 4701.63 0.203319E-004 1212.90 11.2592 6.11099 -763259. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.034023 0.000000 0.216578 0.000000 0.000000 0.000000 0.239804 0.261042 0.000000 0.248553
430000. 2600.00 4729.84 0.198987E-004 1210.71 11.3404 6.14961 -360936. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.030466 0.000000 0.211501 0.000000 0.000000 0.000000 0.237357 0.272181 0.000000 0.248495
450000. 2600.00 4757.72 0.194975E-004 1208.71 11.4198 6.18662 39084.3 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.025771 0.000000 0.205089 0.000000 0.000000 0.000000 0.234969 0.285726 0.000000 0.248445
470000. 2600.00 4784.97 0.191108E-004 1206.77 11.4970 6.22278 437371. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.022283 0.000000 0.200136 0.000000 0.000000 0.000000 0.232738 0.296457 0.000000 0.248387
490000. 2600.00 4811.75 0.187372E-004 1204.86 11.5718 6.25763 833414. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.019152 0.000000 0.196011 0.000000 0.000000 0.000000 0.231424 0.305086 0.000000 0.248327
510000. 2600.00 4838.36 0.184025E-004 1203.23 11.6457 6.29087 0.122751E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.014070 0.000000 0.189061 0.000000 0.000000 0.000000 0.229026 0.319562 0.000000 0.248280
530000. 2600.00 4864.39 0.180746E-004 1201.59 11.7176 6.32354 0.161995E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.010303 0.000000 0.183837 0.000000 0.000000 0.000000 0.227062 0.330573 0.000000 0.248225
550000. 2600.00 4890.12 0.177671E-004 1200.08 11.7879 6.35489 0.201039E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005991 0.000000 0.177943 0.000000 0.000000 0.000000 0.225073 0.342819 0.000000 0.248174
570000. 2600.00 4915.38 0.174666E-004 1198.57 11.8565 6.38561 0.239912E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.002511 0.000000 0.173234 0.000000 0.000000 0.000000 0.223566 0.352570 0.000000 0.248118
590000. 2600.00 4940.18 0.171705E-004 1197.06 11.9235 6.41584 0.278624E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169918 0.000000 0.000000 0.000000 0.222596 0.359428 0.000000 0.248059
610000. 2600.00 4964.40 0.168616E-004 1195.42 11.9887 6.44657 0.317199E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170303 0.000000 0.000000 0.000000 0.223234 0.358476 0.000000 0.247987
630000. 2600.00 4988.30 0.165650E-004 1193.85 12.0527 6.47665 0.355619E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170690 0.000000 0.000000 0.000000 0.223888 0.357505 0.000000 0.247917
650000. 2600.00 5011.89 0.162819E-004 1192.36 12.1158 6.50602 0.393903E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170878 0.000000 0.000000 0.000000 0.224048 0.357227 0.000000 0.247847
670000. 2600.00 5035.21 0.160081E-004 1190.92 12.1778 6.53490 0.432022E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171243 0.000000 0.000000 0.000000 0.224668 0.356308 0.000000 0.247780
690000. 2600.00 5058.26 0.157444E-004 1189.53 12.2388 6.56336 0.469993E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171625 0.000000 0.000000 0.000000 0.225343 0.355317 0.000000 0.247715
710000. 2600.00 5081.02 0.154909E-004 1188.20 12.2988 6.59103 0.507823E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171946 0.000000 0.000000 0.000000 0.225865 0.354538 0.000000 0.247651
730000. 2600.00 5103.54 0.152457E-004 1186.91 12.3578 6.61829 0.545503E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.172349 0.000000 0.000000 0.000000 0.226602 0.353461 0.000000 0.247588
750000. 2600.00 5125.80 0.150100E-004 1185.68 12.4160 6.64506 0.583050E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.172659 0.000000 0.000000 0.000000 0.227119 0.352695 0.000000 0.247527
770000. 2600.00 5147.81 0.147818E-004 1184.48 12.4734 6.67134 0.620452E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.173034 0.000000 0.000000 0.000000 0.227805 0.351694 0.000000 0.247467
790000. 2600.00 5169.60 0.145614E-004 1183.33 12.5298 6.69714 0.657719E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.173408 0.000000 0.000000 0.000000 0.228492 0.350691 0.000000 0.247408
810000. 2600.00 5191.15 0.143481E-004 1182.22 12.5855 6.72256 0.694848E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.173806 0.000000 0.000000 0.000000 0.229250 0.349592 0.000000 0.247351
830000. 2600.00 5212.51 0.141408E-004 1181.13 12.6404 6.74775 0.731836E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.174322 0.000000 0.000000 0.000000 0.230313 0.348069 0.000000 0.247296
850000. 2600.00 5233.62 0.139413E-004 1180.10 12.6945 6.77217 0.768707E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.174673 0.000000 0.000000 0.000000 0.230962 0.347124 0.000000 0.247241
870000. 2600.00 5254.54 0.137478E-004 1179.09 12.7479 6.79636 0.805445E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.175070 0.000000 0.000000 0.000000 0.231736 0.346007 0.000000 0.247188
890000. 2600.00 5275.24 0.135603E-004 1178.12 12.8007 6.82014 0.842057E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.175453 0.000000 0.000000 0.000000 0.232481 0.344932 0.000000 0.247135
910000. 2600.00 5295.76 0.133782E-004 1177.17 12.8527 6.84357 0.878541E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.175876 0.000000 0.000000 0.000000 0.233331 0.343709 0.000000 0.247084
930000. 2600.00 5316.11 0.132007E-004 1176.25 12.9040 6.86683 0.914892E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.176411 0.000000 0.000000 0.000000 0.234470 0.342085 0.000000 0.247035
950000. 2600.00 5336.23 0.130296E-004 1175.36 12.9547 6.88939 0.951136E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.176768 0.000000 0.000000 0.000000 0.235162 0.341085 0.000000 0.246985
970000. 2600.00 5356.20 0.128628E-004 1174.50 13.0048 6.91191 0.987252E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.177228 0.000000 0.000000 0.000000 0.236123 0.339712 0.000000 0.246937
990000. 2600.00 5375.97 0.127009E-004 1173.66 13.0542 6.93388 0.102325E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.177644 0.000000 0.000000 0.000000 0.236972 0.338494 0.000000 0.246890
0.101000E+007 2600.00 5395.58 0.125434E-004 1172.84 13.1031 6.95564 0.105913E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.178088 0.000000 0.000000 0.000000 0.237900 0.337168 0.000000 0.246844
0.103000E+007 2600.00 5415.03 0.123899E-004 1172.05 13.1513 6.97710 0.109490E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.178559 0.000000 0.000000 0.000000 0.238899 0.335743 0.000000 0.246799
0.105000E+007 2600.00 5434.31 0.122407E-004 1171.28 13.1991 6.99831 0.113055E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.179029 0.000000 0.000000 0.000000 0.239900 0.334316 0.000000 0.246755
0.107000E+007 2600.00 5453.44 0.120954E-004 1170.52 13.2463 7.01934 0.116609E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.179503 0.000000 0.000000 0.000000 0.240919 0.332865 0.000000 0.246713
0.109000E+007 2600.00 5472.41 0.119538E-004 1169.79 13.2929 7.03988 0.120151E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.179966 0.000000 0.000000 0.000000 0.241907 0.331457 0.000000 0.246670
0.111000E+007 2600.00 5491.22 0.118157E-004 1169.08 13.3390 7.06017 0.123683E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.180460 0.000000 0.000000 0.000000 0.242978 0.329932 0.000000 0.246629
0.113000E+007 2600.00 5509.88 0.116817E-004 1168.38 13.3846 7.08025 0.127204E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.180875 0.000000 0.000000 0.000000 0.243859 0.328677 0.000000 0.246589
0.115000E+007 2600.00 5528.41 0.115508E-004 1167.71 13.4298 7.10010 0.130714E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.181339 0.000000 0.000000 0.000000 0.244867 0.327245 0.000000 0.246549
0.117000E+007 2600.00 5546.77 0.114234E-004 1167.05 13.4744 7.11954 0.134215E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.181736 0.000000 0.000000 0.000000 0.245707 0.326047 0.000000 0.246509
0.119000E+007 2600.00 5565.03 0.112985E-004 1166.40 13.5186 7.13897 0.137704E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.182240 0.000000 0.000000 0.000000 0.246820 0.324468 0.000000 0.246472
0.121000E+007 2600.00 5583.13 0.111768E-004 1165.78 13.5623 7.15800 0.141183E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.182705 0.000000 0.000000 0.000000 0.247836 0.323025 0.000000 0.246434
0.123000E+007 2600.00 5601.03 0.110600E-004 1165.18 13.6056 7.17646 0.144654E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.182883 0.000000 0.000000 0.000000 0.248143 0.322579 0.000000 0.246395
0.125000E+007 2600.00 5673.01 0.121542E-004 1172.41 13.5463 7.17878 0.148011E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.176719 0.338021 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.236528 0.000000 0.000000 0.248732
0.127000E+007 2600.00 5691.58 0.120468E-004 1171.84 13.5878 7.19593 0.151435E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.175719 0.341785 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.233770 0.000000 0.000000 0.248727
0.129000E+007 2600.00 5710.01 0.119417E-004 1171.29 13.6290 7.21306 0.154848E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.174732 0.345491 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.231056 0.000000 0.000000 0.248721
0.131000E+007 2600.00 5728.39 0.118419E-004 1170.76 13.6693 7.22944 0.158254E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.173574 0.349805 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.227903 0.000000 0.000000 0.248719
0.133000E+007 2600.00 5746.55 0.117405E-004 1170.22 13.7098 7.24634 0.161646E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.172653 0.353263 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.225371 0.000000 0.000000 0.248713
0.135000E+007 2600.00 5764.58 0.116415E-004 1169.69 13.7501 7.26316 0.165027E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171731 0.356719 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.222842 0.000000 0.000000 0.248707
10000.0 2700.00 2952.34 0.547946E-004 1304.34 6.08899 3.42504 -0.975092E+007 0.000000 0.349890 0.000000 0.521593 0.026406 0.000000 0.000000 0.000000 0.079818 0.000000 0.000000 0.000000 0.000000 0.000000 0.022293 0.000000 0.000000 0.000000 0.000000
30000.0 2700.00 3224.49 0.410562E-004 1258.56 6.77302 3.77380 -0.920870E+007 0.000000 0.000000 0.000000 0.802483 0.000000 0.000000 0.000000 0.000000 0.105758 0.000000 0.000000 0.000000 0.000000 0.000000 0.091759 0.000000 0.000000 0.000000 0.000000
50000.0 2700.00 3324.15 0.322138E-004 1230.57 7.22495 3.88366 -0.867422E+007 0.000000 0.000000 0.000000 0.825166 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.083050 0.000000 0.000000 0.000000 0.091784 0.000000 0.000000 0.000000 0.000000
70000.0 2700.00 3422.62 0.295818E-004 1219.34 7.67808 4.06422 -0.815688E+007 0.000000 0.000000 0.000000 0.759506 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.153493 0.000000 0.000000 0.087001 0.000000 0.000000 0.000000 0.000000 0.000000
90000.0 2700.00 3508.31 0.267512E-004 1211.60 8.00269 4.18951 -0.765345E+007 0.000000 0.000000 0.000000 0.628818 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.283345 0.000000 0.000000 0.087838 0.000000 0.000000 0.000000 0.000000 0.000000
110000. 2700.00 3582.70 0.246793E-004 1205.78 8.27995 4.30141 -0.715199E+007 0.000000 0.000000 0.000000 0.519455 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.392121 0.000000 0.000000 0.088424 0.000000 0.000000 0.000000 0.000000 0.000000
130000. 2700.00 3645.31 0.230403E-004 1200.65 8.50056 4.39011 -0.664502E+007 0.000000 0.000000 0.000000 0.446925 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.464320 0.000000 0.000000 0.088756 0.000000 0.000000 0.000000 0.000000 0.000000
150000. 2700.00 3793.23 0.231834E-004 1204.64 8.87334 4.62658 -0.620552E+007 0.000000 0.000000 0.000000 0.381551 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.550607 0.067842 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
170000. 2700.00 3850.75 0.219498E-004 1200.17 9.05606 4.70719 -0.571882E+007 0.000000 0.000000 0.000000 0.314137 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.617484 0.068379 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
190000. 2700.00 3910.91 0.209032E-004 1196.39 9.23573 4.79473 -0.523906E+007 0.000000 0.000000 0.000000 0.228877 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.702155 0.068968 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
210000. 2700.00 4005.69 0.209834E-004 1201.69 9.48990 4.95341 -0.477116E+007 0.000000 0.000000 0.000000 0.098354 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.777868 0.070167 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.053612
230000. 2700.00 4087.82 0.210043E-004 1205.23 9.69767 5.08573 -0.431619E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.830366 0.071141 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.098493
250000. 2700.00 4136.17 0.206959E-004 1205.80 9.83504 5.15055 -0.386159E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.801374 0.071528 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.127098
270000. 2700.00 4181.16 0.203549E-004 1205.74 9.96336 5.21107 -0.341270E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.777461 0.071863 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.150676
290000. 2700.00 4243.66 0.200093E-004 1205.66 10.1042 5.29186 -0.297625E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.706815 0.085894 0.000000 0.000000 0.000000 0.032804 0.000000 0.000000 0.174486
310000. 2700.00 4325.02 0.197774E-004 1206.24 10.2702 5.40502 -0.256078E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.005009 0.583684 0.117783 0.000000 0.000000 0.000000 0.093656 0.000000 0.000000 0.199868
330000. 2700.00 4493.12 0.212384E-004 1218.89 10.6685 5.72410 -0.222356E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.034813 0.218610 0.197436 0.000000 0.000000 0.000000 0.195573 0.123615 0.000000 0.229952
350000. 2700.00 4603.63 0.220544E-004 1225.94 10.9661 5.94955 -0.185843E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.045433 0.000000 0.230837 0.000000 0.000000 0.000000 0.243066 0.231764 0.000000 0.248900
370000. 2700.00 4633.70 0.215214E-004 1223.12 11.0553 5.99324 -0.145013E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.041321 0.000000 0.225071 0.000000 0.000000 0.000000 0.240341 0.244425 0.000000 0.248842
390000. 2700.00 4663.18 0.210219E-004 1220.49 11.1420 6.03532 -0.104401E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.037268 0.000000 0.219406 0.000000 0.000000 0.000000 0.237763 0.256779 0.000000 0.248784
410000. 2700.00 4692.09 0.205516E-004 1218.02 11.2261 6.07588 -640038. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.033379 0.000000 0.213995 0.000000 0.000000 0.000000 0.235385 0.268517 0.000000 0.248723
430000. 2700.00 4720.47 0.201082E-004 1215.70 11.3080 6.11501 -238146. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.029580 0.000000 0.208736 0.000000 0.000000 0.000000 0.233168 0.279853 0.000000 0.248663
450000. 2700.00 4748.35 0.196899E-004 1213.51 11.3878 6.15283 161741. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.025837 0.000000 0.203554 0.000000 0.000000 0.000000 0.231032 0.290975 0.000000 0.248602
470000. 2700.00 4775.75 0.192928E-004 1211.43 11.4655 6.18935 559582. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.022231 0.000000 0.198642 0.000000 0.000000 0.000000 0.229188 0.301399 0.000000 0.248540
490000. 2700.00 4802.72 0.189179E-004 1209.48 11.5414 6.22470 955524. 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.018584 0.000000 0.193652 0.000000 0.000000 0.000000 0.227327 0.311957 0.000000 0.248480
510000. 2700.00 4829.25 0.185617E-004 1207.63 11.6154 6.25894 0.134958E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.015038 0.000000 0.188818 0.000000 0.000000 0.000000 0.225581 0.322144 0.000000 0.248419
530000. 2700.00 4855.38 0.182236E-004 1205.87 11.6877 6.29209 0.174173E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.011450 0.000000 0.183977 0.000000 0.000000 0.000000 0.223985 0.332228 0.000000 0.248360
550000. 2700.00 4881.12 0.179015E-004 1204.20 11.7584 6.32423 0.213204E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.007908 0.000000 0.179238 0.000000 0.000000 0.000000 0.222537 0.342015 0.000000 0.248301
570000. 2700.00 4906.49 0.175943E-004 1202.61 11.8275 6.35536 0.252057E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.004420 0.000000 0.174594 0.000000 0.000000 0.000000 0.221192 0.351552 0.000000 0.248243
590000. 2700.00 4931.49 0.172984E-004 1201.08 11.8950 6.38569 0.290729E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.001149 0.000000 0.170364 0.000000 0.000000 0.000000 0.220250 0.360052 0.000000 0.248185
610000. 2700.00 4955.91 0.169973E-004 1199.46 11.9610 6.41620 0.329285E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168949 0.000000 0.000000 0.000000 0.219895 0.363040 0.000000 0.248116
630000. 2700.00 4979.91 0.166966E-004 1197.82 12.0255 6.44657 0.367695E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169247 0.000000 0.000000 0.000000 0.220327 0.362383 0.000000 0.248043
650000. 2700.00 5003.61 0.164078E-004 1196.24 12.0889 6.47636 0.405953E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169559 0.000000 0.000000 0.000000 0.220805 0.361664 0.000000 0.247972
670000. 2700.00 5027.03 0.161297E-004 1194.73 12.1513 6.50557 0.444057E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169921 0.000000 0.000000 0.000000 0.221418 0.360759 0.000000 0.247903
690000. 2700.00 5050.16 0.158618E-004 1193.28 12.2126 6.53420 0.482013E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170302 0.000000 0.000000 0.000000 0.222086 0.359777 0.000000 0.247835
710000. 2700.00 5073.01 0.156044E-004 1191.88 12.2730 6.56227 0.519828E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170631 0.000000 0.000000 0.000000 0.222635 0.358966 0.000000 0.247769
730000. 2700.00 5095.61 0.153562E-004 1190.54 12.3324 6.58981 0.557500E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170974 0.000000 0.000000 0.000000 0.223227 0.358095 0.000000 0.247704
750000. 2700.00 5117.96 0.151159E-004 1189.24 12.3908 6.61688 0.595023E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.171413 0.000000 0.000000 0.000000 0.224068 0.356879 0.000000 0.247641
