|6.6.6
pyrolite_1.tab                                                                                      
           2
P(bar)  
   10000.000000000000     
   20000.000000000000     
          68
T(K)    
   400.00000000000000     
   100.00000000000000     
          37
27
P(bar) T(K) rho,kg/m3 alpha,1/K cp,J/K/kg vp,km/s vs,km/s h,J/kg vol_fraction_ky vol_fraction_CF vol_fraction_Aki vol_fraction_Ppv vol_fraction_Sp vol_fraction_ca_pv vol_fraction_Wad vol_fraction_Pv vol_fraction_q vol_fraction_C2_c vol_fraction_Cpx vol_fraction_Opx vol_fraction_st vol_fraction_Gt vol_fraction_Wus vol_fraction_Pl vol_fraction_Ring vol_fraction_O vol_fraction_neph
390000. 2200.00 4552.90 0.223294E-004 1253.27 11.3963 6.24879 -0.173321E+007 0.000000 0.029750 0.000000 0.000000 0.000000 0.073289 0.000000 0.727949 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169011 0.000000 0.000000 0.000000 0.000000
410000. 2200.00 4580.27 0.218201E-004 1250.78 11.4745 6.28335 -0.131657E+007 0.000000 0.029832 0.000000 0.000000 0.000000 0.073280 0.000000 0.728126 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168762 0.000000 0.000000 0.000000 0.000000
430000. 2200.00 4607.18 0.213377E-004 1248.43 11.5509 6.31691 -901941. 0.000000 0.029924 0.000000 0.000000 0.000000 0.073270 0.000000 0.728289 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168516 0.000000 0.000000 0.000000 0.000000
450000. 2200.00 4633.64 0.208800E-004 1246.20 11.6256 6.34951 -489294. 0.000000 0.030016 0.000000 0.000000 0.000000 0.073260 0.000000 0.728456 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168268 0.000000 0.000000 0.000000 0.000000
470000. 2200.00 4659.68 0.204454E-004 1244.09 11.6987 6.38122 -78540.0 0.000000 0.030154 0.000000 0.000000 0.000000 0.073250 0.000000 0.728569 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168028 0.000000 0.000000 0.000000 0.000000
490000. 2200.00 4685.31 0.200318E-004 1242.07 11.7703 6.41212 330350. 0.000000 0.030235 0.000000 0.000000 0.000000 0.073240 0.000000 0.728721 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167805 0.000000 0.000000 0.000000 0.000000
510000. 2200.00 4710.55 0.196377E-004 1240.16 11.8405 6.44222 737411. 0.000000 0.030310 0.000000 0.000000 0.000000 0.073230 0.000000 0.728868 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167592 0.000000 0.000000 0.000000 0.000000
530000. 2200.00 4735.43 0.192618E-004 1238.34 11.9093 6.47155 0.114269E+007 0.000000 0.030367 0.000000 0.000000 0.000000 0.073219 0.000000 0.729020 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167394 0.000000 0.000000 0.000000 0.000000
550000. 2200.00 4759.95 0.189024E-004 1236.59 11.9767 6.50009 0.154611E+007 0.000000 0.030575 0.000000 0.000000 0.000000 0.073209 0.000000 0.729060 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167156 0.000000 0.000000 0.000000 0.000000
570000. 2200.00 4784.13 0.185585E-004 1234.93 12.0428 6.52786 0.194769E+007 0.000000 0.030950 0.000000 0.000000 0.000000 0.073198 0.000000 0.728977 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166874 0.000000 0.000000 0.000000 0.000000
590000. 2200.00 4807.98 0.182295E-004 1233.33 12.1079 6.55512 0.234775E+007 0.000000 0.031041 0.000000 0.000000 0.000000 0.073188 0.000000 0.729086 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166685 0.000000 0.000000 0.000000 0.000000
610000. 2200.00 4831.51 0.179140E-004 1231.80 12.1718 6.58175 0.274609E+007 0.000000 0.031131 0.000000 0.000000 0.000000 0.073177 0.000000 0.729201 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166490 0.000000 0.000000 0.000000 0.000000
630000. 2200.00 4854.73 0.176113E-004 1230.34 12.2346 6.60781 0.314280E+007 0.000000 0.031243 0.000000 0.000000 0.000000 0.073166 0.000000 0.729292 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166299 0.000000 0.000000 0.000000 0.000000
650000. 2200.00 4877.66 0.173206E-004 1228.93 12.2963 6.63324 0.353794E+007 0.000000 0.031305 0.000000 0.000000 0.000000 0.073156 0.000000 0.729408 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166131 0.000000 0.000000 0.000000 0.000000
670000. 2200.00 4900.32 0.170407E-004 1227.57 12.3569 6.65801 0.393126E+007 0.000000 0.031762 0.000000 0.000000 0.000000 0.073145 0.000000 0.729241 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165852 0.000000 0.000000 0.000000 0.000000
690000. 2200.00 4922.69 0.167717E-004 1226.27 12.4167 6.68242 0.432323E+007 0.000000 0.031829 0.000000 0.000000 0.000000 0.073135 0.000000 0.729349 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165687 0.000000 0.000000 0.000000 0.000000
710000. 2200.00 4944.80 0.165123E-004 1225.01 12.4753 6.70613 0.471346E+007 0.000000 0.032282 0.000000 0.000000 0.000000 0.073124 0.000000 0.729179 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165414 0.000000 0.000000 0.000000 0.000000
730000. 2200.00 4966.64 0.162628E-004 1223.80 12.5333 6.72965 0.510256E+007 0.000000 0.032027 0.000000 0.000000 0.000000 0.073114 0.000000 0.729514 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165345 0.000000 0.000000 0.000000 0.000000
750000. 2200.00 4988.23 0.160219E-004 1222.63 12.5903 6.75249 0.549001E+007 0.000000 0.032112 0.000000 0.000000 0.000000 0.073103 0.000000 0.729598 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165187 0.000000 0.000000 0.000000 0.000000
770000. 2200.00 5009.63 0.157883E-004 1221.49 12.6460 6.77451 0.587541E+007 0.000000 0.033182 0.000000 0.000000 0.000000 0.073093 0.000000 0.728985 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164740 0.000000 0.000000 0.000000 0.000000
790000. 2200.00 5030.78 0.155633E-004 1220.40 12.7012 6.79643 0.625968E+007 0.000000 0.033693 0.000000 0.000000 0.000000 0.073083 0.000000 0.728771 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164453 0.000000 0.000000 0.000000 0.000000
810000. 2200.00 5051.68 0.153461E-004 1219.34 12.7558 6.81809 0.664279E+007 0.000000 0.033813 0.000000 0.000000 0.000000 0.073073 0.000000 0.728821 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164293 0.000000 0.000000 0.000000 0.000000
830000. 2200.00 5072.36 0.151360E-004 1218.32 12.8096 6.83931 0.702455E+007 0.000000 0.033867 0.000000 0.000000 0.000000 0.073063 0.000000 0.728919 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164151 0.000000 0.000000 0.000000 0.000000
850000. 2200.00 5092.83 0.149325E-004 1217.32 12.8626 6.86010 0.740478E+007 0.000000 0.034198 0.000000 0.000000 0.000000 0.073053 0.000000 0.728813 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163936 0.000000 0.000000 0.000000 0.000000
870000. 2200.00 5113.11 0.147351E-004 1216.36 12.9147 6.88028 0.778349E+007 0.000000 0.034803 0.000000 0.000000 0.000000 0.073043 0.000000 0.728518 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163636 0.000000 0.000000 0.000000 0.000000
890000. 2200.00 5133.18 0.145438E-004 1215.42 12.9661 6.90010 0.816092E+007 0.000000 0.035327 0.000000 0.000000 0.000000 0.073033 0.000000 0.728276 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163363 0.000000 0.000000 0.000000 0.000000
910000. 2200.00 5153.05 0.143583E-004 1214.51 13.0169 6.91957 0.853704E+007 0.000000 0.035879 0.000000 0.000000 0.000000 0.073023 0.000000 0.728010 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163088 0.000000 0.000000 0.000000 0.000000
930000. 2200.00 5172.76 0.141777E-004 1213.63 13.0667 6.93843 0.891142E+007 0.000000 0.037172 0.000000 0.000000 0.000000 0.073014 0.000000 0.727213 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162601 0.000000 0.000000 0.000000 0.000000
950000. 2200.00 5192.27 0.140031E-004 1212.77 13.1162 6.95732 0.928501E+007 0.000000 0.037617 0.000000 0.000000 0.000000 0.073005 0.000000 0.727028 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162351 0.000000 0.000000 0.000000 0.000000
970000. 2200.00 5211.57 0.138341E-004 1211.93 13.1654 6.97619 0.965776E+007 0.000000 0.037329 0.000000 0.000000 0.000000 0.072995 0.000000 0.727364 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162311 0.000000 0.000000 0.000000 0.000000
990000. 2200.00 5230.70 0.136693E-004 1211.12 13.2137 6.99440 0.100289E+008 0.000000 0.037837 0.000000 0.000000 0.000000 0.072985 0.000000 0.727122 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162057 0.000000 0.000000 0.000000 0.000000
0.101000E+007 2200.00 5249.66 0.135095E-004 1210.33 13.2616 7.01260 0.103990E+008 0.000000 0.037818 0.000000 0.000000 0.000000 0.072976 0.000000 0.727254 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161952 0.000000 0.000000 0.000000 0.000000
0.103000E+007 2200.00 5268.46 0.133539E-004 1209.56 13.3088 7.03030 0.107678E+008 0.000000 0.038136 0.000000 0.000000 0.000000 0.072966 0.000000 0.727149 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161748 0.000000 0.000000 0.000000 0.000000
0.105000E+007 2200.00 5287.10 0.132024E-004 1208.81 13.3554 7.04770 0.111353E+008 0.000000 0.038489 0.000000 0.000000 0.000000 0.072957 0.000000 0.727019 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161534 0.000000 0.000000 0.000000 0.000000
0.107000E+007 2200.00 5305.63 0.130546E-004 1208.07 13.4013 7.06480 0.115013E+008 0.000000 0.039436 0.000000 0.000000 0.000000 0.072949 0.000000 0.726479 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161137 0.000000 0.000000 0.000000 0.000000
0.109000E+007 2200.00 5323.90 0.129114E-004 1207.36 13.4471 7.08175 0.118670E+008 0.000000 0.039063 0.000000 0.000000 0.000000 0.072939 0.000000 0.726847 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.161151 0.000000 0.000000 0.000000 0.000000
0.111000E+007 2200.00 5342.08 0.127715E-004 1206.67 13.4922 7.09838 0.122311E+008 0.000000 0.039500 0.000000 0.000000 0.000000 0.072930 0.000000 0.726650 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160920 0.000000 0.000000 0.000000 0.000000
0.113000E+007 2200.00 5360.10 0.126351E-004 1205.98 13.5366 7.11464 0.125940E+008 0.000000 0.039913 0.000000 0.000000 0.000000 0.072921 0.000000 0.726474 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160692 0.000000 0.000000 0.000000 0.000000
0.115000E+007 2200.00 5378.02 0.125018E-004 1205.31 13.5805 7.13063 0.129554E+008 0.000000 0.040917 0.000000 0.000000 0.000000 0.072913 0.000000 0.725879 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.160291 0.000000 0.000000 0.000000 0.000000
0.117000E+007 2200.00 5454.36 0.149848E-004 1219.40 13.5106 7.30159 0.132702E+008 0.000000 0.042125 0.000000 0.721697 0.000000 0.073696 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162482 0.000000 0.000000 0.000000 0.000000
0.119000E+007 2200.00 5473.35 0.148269E-004 1218.49 13.5550 7.32143 0.136251E+008 0.000000 0.041127 0.000000 0.722506 0.000000 0.073703 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162665 0.000000 0.000000 0.000000 0.000000
0.121000E+007 2200.00 5492.18 0.146728E-004 1217.61 13.5992 7.34149 0.139788E+008 0.000000 0.040248 0.000000 0.723223 0.000000 0.073710 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162819 0.000000 0.000000 0.000000 0.000000
0.123000E+007 2200.00 5510.89 0.145224E-004 1216.74 13.6428 7.36129 0.143313E+008 0.000000 0.039416 0.000000 0.723918 0.000000 0.073717 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.162949 0.000000 0.000000 0.000000 0.000000
0.125000E+007 2200.00 5529.49 0.143760E-004 1215.89 13.6859 7.38068 0.146829E+008 0.000000 0.038367 0.000000 0.724764 0.000000 0.073725 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163144 0.000000 0.000000 0.000000 0.000000
0.127000E+007 2200.00 5548.01 0.142338E-004 1215.07 13.7285 7.39992 0.150336E+008 0.000000 0.036991 0.000000 0.725843 0.000000 0.073733 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163434 0.000000 0.000000 0.000000 0.000000
0.129000E+007 2200.00 5566.33 0.140939E-004 1214.26 13.7707 7.41877 0.153829E+008 0.000000 0.036129 0.000000 0.726563 0.000000 0.073740 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163568 0.000000 0.000000 0.000000 0.000000
0.131000E+007 2200.00 5584.49 0.139570E-004 1213.46 13.8125 7.43742 0.157310E+008 0.000000 0.035399 0.000000 0.727184 0.000000 0.073747 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163670 0.000000 0.000000 0.000000 0.000000
0.133000E+007 2200.00 5602.58 0.138238E-004 1212.69 13.8536 7.45569 0.160783E+008 0.000000 0.034369 0.000000 0.728022 0.000000 0.073754 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163855 0.000000 0.000000 0.000000 0.000000
0.135000E+007 2200.00 5620.53 0.136934E-004 1211.93 13.8944 7.47362 0.164245E+008 0.000000 0.033427 0.000000 0.728796 0.000000 0.073761 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164016 0.000000 0.000000 0.000000 0.000000
10000.0 2300.00 3132.25 0.534771E-004 1340.11 7.03533 4.01615 -0.106941E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.397104 0.028655 0.000000 0.000000 0.000000 0.000000 0.000000 0.574241 0.000000
30000.0 2300.00 3208.40 0.439298E-004 1304.02 7.34502 4.11727 -0.101322E+008 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.424991 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.575009 0.000000
50000.0 2300.00 3290.84 0.377656E-004 1281.87 7.64316 4.21807 -0.958671E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.363562 0.000000 0.000000 0.058533 0.000000 0.000000 0.000000 0.577905 0.000000
70000.0 2300.00 3367.99 0.332603E-004 1266.23 7.90931 4.30934 -0.903940E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.296685 0.000000 0.000000 0.122649 0.000000 0.000000 0.000000 0.580666 0.000000
90000.0 2300.00 3436.52 0.299911E-004 1255.36 8.14758 4.39198 -0.851178E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.235678 0.000000 0.000000 0.181740 0.000000 0.000000 0.000000 0.582582 0.000000
110000. 2300.00 3494.93 0.273288E-004 1245.99 8.32787 4.45466 -0.795901E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.213499 0.000000 0.000000 0.203213 0.000000 0.000000 0.000000 0.583288 0.000000
130000. 2300.00 3557.68 0.252140E-004 1239.33 8.53271 4.52721 -0.744088E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.145892 0.000000 0.000000 0.268973 0.000000 0.000000 0.000000 0.585135 0.000000
150000. 2300.00 3729.33 0.250099E-004 1247.42 9.16918 4.90155 -0.694046E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.475795 0.000000 0.000000 0.000000 0.092070 0.000000 0.000000 0.403771 0.028364 0.000000 0.000000 0.000000 0.000000
170000. 2300.00 3805.78 0.232959E-004 1240.92 9.32772 4.95881 -0.640545E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.286754 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.630037 0.083209 0.000000 0.000000 0.000000 0.000000
190000. 2300.00 3863.64 0.218712E-004 1235.24 9.40050 4.96217 -0.586971E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.045666 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.802301 0.152032 0.000000 0.000000 0.000000 0.000000
210000. 2300.00 3904.64 0.208596E-004 1231.44 9.50425 4.99717 -0.537270E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.835045 0.164955 0.000000 0.000000 0.000000 0.000000
230000. 2300.00 3943.70 0.200886E-004 1228.97 9.62132 5.04589 -0.488899E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.005634 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.829650 0.164716 0.000000 0.000000 0.000000 0.000000
250000. 2300.00 4147.66 0.232133E-004 1255.14 10.2075 5.48926 -0.451430E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.035711 0.000000 0.349904 0.000000 0.000000 0.000000 0.000000 0.000000 0.442409 0.171976 0.000000 0.000000 0.000000 0.000000
270000. 2300.00 4292.93 0.250440E-004 1269.48 10.6422 5.81381 -0.413488E+007 0.000000 0.000000 0.000000 0.000000 0.000000 0.058868 0.000000 0.584061 0.000000 0.000000 0.000000 0.000000 0.000000 0.180262 0.176808 0.000000 0.000000 0.000000 0.000000
290000. 2300.00 4396.88 0.256824E-004 1275.16 10.9385 6.02377 -0.371958E+007 0.000000 0.028254 0.000000 0.000000 0.000000 0.073363 0.000000 0.727545 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170838 0.000000 0.000000 0.000000 0.000000
310000. 2300.00 4427.21 0.249722E-004 1271.51 11.0283 6.06525 -0.329282E+007 0.000000 0.028426 0.000000 0.000000 0.000000 0.073355 0.000000 0.727735 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170484 0.000000 0.000000 0.000000 0.000000
330000. 2300.00 4456.91 0.243089E-004 1268.12 11.1160 6.10564 -0.286793E+007 0.000000 0.028022 0.000000 0.000000 0.000000 0.073347 0.000000 0.728318 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.170313 0.000000 0.000000 0.000000 0.000000
350000. 2300.00 4486.04 0.236860E-004 1264.94 11.2009 6.14425 -0.244550E+007 0.000000 0.028301 0.000000 0.000000 0.000000 0.073339 0.000000 0.728393 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169967 0.000000 0.000000 0.000000 0.000000
370000. 2300.00 4514.61 0.231000E-004 1261.95 11.2837 6.18161 -0.202522E+007 0.000000 0.028598 0.000000 0.000000 0.000000 0.073330 0.000000 0.728456 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169616 0.000000 0.000000 0.000000 0.000000
390000. 2300.00 4542.65 0.225485E-004 1259.15 11.3646 6.21792 -0.160685E+007 0.000000 0.028714 0.000000 0.000000 0.000000 0.073320 0.000000 0.728622 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169344 0.000000 0.000000 0.000000 0.000000
410000. 2300.00 4570.20 0.220276E-004 1256.51 11.4435 6.25308 -0.119052E+007 0.000000 0.028897 0.000000 0.000000 0.000000 0.073310 0.000000 0.728730 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.169063 0.000000 0.000000 0.000000 0.000000
430000. 2300.00 4597.27 0.215346E-004 1254.02 11.5206 6.28723 -776203. 0.000000 0.029079 0.000000 0.000000 0.000000 0.073300 0.000000 0.728838 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168782 0.000000 0.000000 0.000000 0.000000
450000. 2300.00 4623.89 0.210675E-004 1251.66 11.5960 6.32042 -363743. 0.000000 0.029123 0.000000 0.000000 0.000000 0.073290 0.000000 0.729035 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168552 0.000000 0.000000 0.000000 0.000000
470000. 2300.00 4650.07 0.206242E-004 1249.43 11.6698 6.35275 46817.1 0.000000 0.029240 0.000000 0.000000 0.000000 0.073279 0.000000 0.729161 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168319 0.000000 0.000000 0.000000 0.000000
490000. 2300.00 4675.85 0.202024E-004 1247.31 11.7420 6.38408 455463. 0.000000 0.029366 0.000000 0.000000 0.000000 0.073268 0.000000 0.729287 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.168079 0.000000 0.000000 0.000000 0.000000
510000. 2300.00 4701.23 0.198010E-004 1245.29 11.8128 6.41465 862336. 0.000000 0.029484 0.000000 0.000000 0.000000 0.073258 0.000000 0.729396 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167862 0.000000 0.000000 0.000000 0.000000
530000. 2300.00 4726.23 0.194180E-004 1243.37 11.8821 6.44442 0.126736E+007 0.000000 0.029645 0.000000 0.000000 0.000000 0.073247 0.000000 0.729477 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167631 0.000000 0.000000 0.000000 0.000000
550000. 2300.00 4750.87 0.190523E-004 1241.54 11.9501 6.47345 0.167066E+007 0.000000 0.029705 0.000000 0.000000 0.000000 0.073236 0.000000 0.729633 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167427 0.000000 0.000000 0.000000 0.000000
570000. 2300.00 4775.17 0.187028E-004 1239.79 12.0169 6.50184 0.207226E+007 0.000000 0.029795 0.000000 0.000000 0.000000 0.073225 0.000000 0.729746 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167235 0.000000 0.000000 0.000000 0.000000
590000. 2300.00 4799.12 0.183683E-004 1238.12 12.0824 6.52947 0.247214E+007 0.000000 0.029917 0.000000 0.000000 0.000000 0.073214 0.000000 0.729832 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.167038 0.000000 0.000000 0.000000 0.000000
610000. 2300.00 4822.77 0.180475E-004 1236.51 12.1467 6.55642 0.287026E+007 0.000000 0.030178 0.000000 0.000000 0.000000 0.073203 0.000000 0.729821 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166799 0.000000 0.000000 0.000000 0.000000
630000. 2300.00 4846.09 0.177399E-004 1234.98 12.2099 6.58281 0.326683E+007 0.000000 0.030254 0.000000 0.000000 0.000000 0.073192 0.000000 0.729938 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166616 0.000000 0.000000 0.000000 0.000000
650000. 2300.00 4869.11 0.174449E-004 1233.51 12.2722 6.60870 0.366192E+007 0.000000 0.030137 0.000000 0.000000 0.000000 0.073180 0.000000 0.730184 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166499 0.000000 0.000000 0.000000 0.000000
670000. 2300.00 4891.85 0.171612E-004 1232.09 12.3334 6.63399 0.405536E+007 0.000000 0.030141 0.000000 0.000000 0.000000 0.073169 0.000000 0.730340 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166350 0.000000 0.000000 0.000000 0.000000
690000. 2300.00 4914.33 0.168877E-004 1230.73 12.3934 6.65854 0.444700E+007 0.000000 0.030579 0.000000 0.000000 0.000000 0.073159 0.000000 0.730186 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.166076 0.000000 0.000000 0.000000 0.000000
710000. 2300.00 4936.53 0.166247E-004 1229.41 12.4525 6.68267 0.483724E+007 0.000000 0.030769 0.000000 0.000000 0.000000 0.073148 0.000000 0.730208 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165876 0.000000 0.000000 0.000000 0.000000
730000. 2300.00 4958.45 0.163716E-004 1228.15 12.5108 6.70636 0.522611E+007 0.000000 0.030790 0.000000 0.000000 0.000000 0.073137 0.000000 0.730334 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165740 0.000000 0.000000 0.000000 0.000000
750000. 2300.00 4980.14 0.161272E-004 1226.93 12.5681 6.72954 0.561336E+007 0.000000 0.030955 0.000000 0.000000 0.000000 0.073126 0.000000 0.730370 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165549 0.000000 0.000000 0.000000 0.000000
770000. 2300.00 5001.58 0.158914E-004 1225.75 12.6246 6.75226 0.599920E+007 0.000000 0.031095 0.000000 0.000000 0.000000 0.073115 0.000000 0.730416 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165374 0.000000 0.000000 0.000000 0.000000
790000. 2300.00 5022.78 0.156637E-004 1224.62 12.6803 6.77454 0.638368E+007 0.000000 0.031142 0.000000 0.000000 0.000000 0.073105 0.000000 0.730519 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165234 0.000000 0.000000 0.000000 0.000000
810000. 2300.00 5043.76 0.154435E-004 1223.52 12.7351 6.79638 0.676662E+007 0.000000 0.031350 0.000000 0.000000 0.000000 0.073094 0.000000 0.730514 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.165042 0.000000 0.000000 0.000000 0.000000
830000. 2300.00 5064.50 0.152308E-004 1222.45 12.7892 6.81778 0.714834E+007 0.000000 0.031341 0.000000 0.000000 0.000000 0.073083 0.000000 0.730653 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164923 0.000000 0.000000 0.000000 0.000000
850000. 2300.00 5085.07 0.150242E-004 1221.42 12.8423 6.83861 0.752820E+007 0.000000 0.032101 0.000000 0.000000 0.000000 0.073073 0.000000 0.730252 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164574 0.000000 0.000000 0.000000 0.000000
870000. 2300.00 5105.39 0.148250E-004 1220.42 12.8950 6.85941 0.790721E+007 0.000000 0.032038 0.000000 0.000000 0.000000 0.073063 0.000000 0.730427 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164471 0.000000 0.000000 0.000000 0.000000
890000. 2300.00 5125.53 0.146315E-004 1219.45 12.9467 6.87955 0.828459E+007 0.000000 0.032550 0.000000 0.000000 0.000000 0.073053 0.000000 0.730188 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.164209 0.000000 0.000000 0.000000 0.000000
910000. 2300.00 5145.48 0.144434E-004 1218.51 12.9976 6.89908 0.866037E+007 0.000000 0.033514 0.000000 0.000000 0.000000 0.073043 0.000000 0.729630 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163813 0.000000 0.000000 0.000000 0.000000
930000. 2300.00 5165.21 0.142617E-004 1217.60 13.0482 6.91864 0.903539E+007 0.000000 0.033624 0.000000 0.000000 0.000000 0.073033 0.000000 0.729673 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163670 0.000000 0.000000 0.000000 0.000000
950000. 2300.00 5184.76 0.140855E-004 1216.71 13.0981 6.93793 0.940916E+007 0.000000 0.033621 0.000000 0.000000 0.000000 0.073023 0.000000 0.729807 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.163549 0.000000 0.000000 0.000000 0.000000
