# This is a data output from.
# Independent variables are entropy and pressure.
# POINTS: 56 200
s,J/K/kg            P(bar)              T(K)                rho,kg/m3           alpha,1/K           cp,J/K/kg           vp,km/s             vs,km/s             h,J/kg              
1.45000000e+03      9.42211500e+05      1.01186757e+03      5.36076086e+03      1.31817919e-05      5.99835786e+06      1.33675208e+01      7.31990972e+00      7.70590945e+06     
1.50000000e+03      9.42211500e+05      1.05770962e+03      5.35754168e+03      1.32905487e-05      6.03722062e+06      1.33604249e+01      7.31324045e+00      7.75765478e+06     
1.55000000e+03      9.42211500e+05      1.10515025e+03      5.35421712e+03      1.33939532e-05      6.07302540e+06      1.33528677e+01      7.30611098e+00      7.81173265e+06     
1.60000000e+03      9.42211500e+05      1.15469000e+03      5.35067285e+03      1.34933476e-05      6.10624355e+06      1.33454270e+01      7.29921569e+00      7.86816406e+06     
1.65000000e+03      9.42211500e+05      1.17440384e+03      5.31260064e+03      1.35596989e-05      6.08952111e+06      1.33237670e+01      7.25252328e+00      7.92685236e+06     
1.70000000e+03      9.42211500e+05      1.20040887e+03      5.28250972e+03      1.36235229e-05      6.08131204e+06      1.33090708e+01      7.21915776e+00      7.98642629e+06     
1.75000000e+03      9.42211500e+05      1.23550862e+03      5.26228965e+03      1.36889208e-05      6.08447002e+06      1.32979541e+01      7.19658487e+00      8.04717426e+06     
1.80000000e+03      9.42211500e+05      1.28650906e+03      5.25861724e+03      1.37596917e-05      6.10766161e+06      1.32895760e+01      7.18798751e+00      8.11022322e+06     
1.85000000e+03      9.42211500e+05      1.34157925e+03      5.25461754e+03      1.38339945e-05      6.13008187e+06      1.32810588e+01      7.17935117e+00      8.17589560e+06     
1.90000000e+03      9.42211500e+05      1.40006678e+03      5.25033271e+03      1.39096083e-05      6.15137747e+06      1.32722242e+01      7.17050463e+00      8.24443591e+06     
1.95000000e+03      9.42211500e+05      1.46084098e+03      5.24586458e+03      1.39834035e-05      6.17119531e+06      1.32630115e+01      7.16123955e+00      8.31594671e+06     
2.00000000e+03      9.42211500e+05      1.52400508e+03      5.24119705e+03      1.40555618e-05      6.18966571e+06      1.32533611e+01      7.15155514e+00      8.39054772e+06     
2.05000000e+03      9.42211500e+05      1.58966396e+03      5.23632806e+03      1.41266009e-05      6.20690927e+06      1.32432592e+01      7.14140925e+00      8.46837912e+06     
2.10000000e+03      9.42211500e+05      1.65790339e+03      5.23125127e+03      1.41968382e-05      6.22305446e+06      1.32326894e+01      7.13079115e+00      8.54955918e+06     
2.15000000e+03      9.42211500e+05      1.72881183e+03      5.22595984e+03      1.42665064e-05      6.23819496e+06      1.32217072e+01      7.11968974e+00      8.63418123e+06     
2.20000000e+03      9.42211500e+05      1.80255788e+03      5.22043271e+03      1.43359466e-05      6.25243339e+06      1.32101458e+01      7.10804771e+00      8.72248669e+06     
2.25000000e+03      9.42211500e+05      1.87914457e+03      5.21468167e+03      1.44053614e-05      6.26587367e+06      1.31981241e+01      7.09587480e+00      8.81448306e+06     
2.30000000e+03      9.42211500e+05      1.95877418e+03      5.20867431e+03      1.44752365e-05      6.27858059e+06      1.31854902e+01      7.08312527e+00      8.91043455e+06     
2.35000000e+03      9.42211500e+05      2.04151238e+03      5.20240623e+03      1.45455806e-05      6.29065805e+06      1.31723143e+01      7.06978364e+00      9.01043445e+06     
2.40000000e+03      9.42211500e+05      2.12748527e+03      5.19587926e+03      1.46169506e-05      6.30216718e+06      1.31584947e+01      7.05585340e+00      9.11463588e+06     
2.45000000e+03      9.42211500e+05      2.21678459e+03      5.18907124e+03      1.46893433e-05      6.31319130e+06      1.31440610e+01      7.04123294e+00      9.22321573e+06     
2.50000000e+03      9.42211500e+05      2.30956114e+03      5.18197386e+03      1.47631584e-05      6.32377384e+06      1.31290212e+01      7.02585342e+00      9.33636852e+06     
2.55000000e+03      9.42211500e+05      2.40592184e+03      5.17457469e+03      1.48385964e-05      6.33399947e+06      1.31131917e+01      7.00979872e+00      9.45423460e+06     
2.60000000e+03      9.42211500e+05      2.50602420e+03      5.16686566e+03      1.49159604e-05      6.34393024e+06      1.30967484e+01      6.99298104e+00      9.57703818e+06     
2.65000000e+03      9.42211500e+05      2.60993895e+03      5.15882848e+03      1.49954569e-05      6.35361032e+06      1.30795494e+01      6.97536773e+00      9.70489353e+06     
2.70000000e+03      9.42211500e+05      2.71784499e+03      5.15045837e+03      1.50774381e-05      6.36309866e+06      1.30615169e+01      6.95689199e+00      9.83807771e+06     
2.75000000e+03      9.42211500e+05      2.82985348e+03      5.14173547e+03      1.51621772e-05      6.37245747e+06      1.30426914e+01      6.93754009e+00      9.97675842e+06     
2.80000000e+03      9.42211500e+05      2.94609293e+03      5.13264457e+03      1.52498128e-05      6.38172474e+06      1.30230443e+01      6.91725149e+00      1.01211317e+07     
2.85000000e+03      9.42211500e+05      3.06674237e+03      5.12317828e+03      1.53407782e-05      6.39096782e+06      1.30024664e+01      6.89598199e+00      1.02714597e+07     
2.90000000e+03      9.42211500e+05      3.19188816e+03      5.11331316e+03      1.54353447e-05      6.40021816e+06      1.29809211e+01      6.87367789e+00      1.04278605e+07     
2.95000000e+03      9.42211500e+05      3.32169683e+03      5.10304098e+03      1.55338019e-05      6.40954344e+06      1.29584187e+01      6.85026709e+00      1.05906969e+07     
3.00000000e+03      9.42211500e+05      3.45628246e+03      5.09234587e+03      1.56364314e-05      6.41898101e+06      1.29348475e+01      6.82571436e+00      1.07600818e+07     
3.05000000e+03      9.42211500e+05      3.59586725e+03      5.08119893e+03      1.57437280e-05      6.42859539e+06      1.29102517e+01      6.79993128e+00      1.09364075e+07     
3.10000000e+03      9.42211500e+05      3.74047598e+03      5.06959689e+03      1.58558548e-05      6.43842788e+06      1.28845245e+01      6.77287568e+00      1.11197581e+07     
3.15000000e+03      9.42211500e+05      3.89035312e+03      5.05751467e+03      1.59733986e-05      6.44854315e+06      1.28575914e+01      6.74445564e+00      1.13105215e+07     
3.20000000e+03      9.42211500e+05      4.04558622e+03      5.04493641e+03      1.60965341e-05      6.45897853e+06      1.28293769e+01      6.71459892e+00      1.15089618e+07     
3.25000000e+03      9.42211500e+05      4.20632553e+03      5.03184313e+03      1.62259470e-05      6.46980189e+06      1.27999553e+01      6.68324032e+00      1.17152346e+07     
3.30000000e+03      9.42211500e+05      4.37270293e+03      5.01821541e+03      1.63618484e-05      6.48107694e+06      1.27690981e+01      6.65025146e+00      1.19296032e+07     
5.50000000e+02      9.49749190e+05      4.14484629e+02      5.40864652e+03      9.14943277e-06      4.27179204e+06      1.34892205e+01      7.43960394e+00      7.22959788e+06     
6.00000000e+02      9.49749190e+05      4.39750289e+02      5.40686996e+03      9.55214758e-06      4.45677855e+06      1.34822526e+01      7.43060883e+00      7.25094493e+06     
6.50000000e+02      9.49749190e+05      4.66682803e+02      5.40545149e+03      9.93526297e-06      4.63227589e+06      1.34790788e+01      7.42760191e+00      7.27358318e+06     
7.00000000e+02      9.49749190e+05      4.94182020e+02      5.40395043e+03      1.02854327e-05      4.79189211e+06      1.34757232e+01      7.42442211e+00      7.29751362e+06     
7.50000000e+02      9.49749190e+05      5.22446518e+02      5.40235245e+03      1.06012125e-05      4.93501594e+06      1.34722105e+01      7.42104407e+00      7.32300720e+06     
8.00000000e+02      9.49749190e+05      5.50227500e+02      5.40034529e+03      1.08811991e-05      5.06093801e+06      1.34655142e+01      7.41286815e+00      7.34980252e+06     
8.50000000e+02      9.49749190e+05      5.79201079e+02      5.39837384e+03      1.11436978e-05      5.17831501e+06      1.34597540e+01      7.40630067e+00      7.37790221e+06     
9.00000000e+02      9.49749190e+05      6.09902986e+02      5.39650676e+03      1.13881559e-05      5.28676504e+06      1.34556330e+01      7.40230750e+00      7.40770652e+06     
9.50000000e+02      9.49749190e+05      6.41483090e+02      5.39454702e+03      1.16149272e-05      5.38650363e+06      1.34511865e+01      7.39812123e+00      7.43892817e+06     
1.00000000e+03      9.49749190e+05      6.71573753e+02      5.39198917e+03      1.18084169e-05      5.47042726e+06      1.34424180e+01      7.38690499e+00      7.47171158e+06     
1.05000000e+03      9.49749190e+05      7.05197121e+02      5.38983403e+03      1.20025581e-05      5.55406739e+06      1.34376154e+01      7.38227013e+00      7.50608083e+06     
1.10000000e+03      9.49749190e+05      7.40030307e+02      5.38756368e+03      1.21817502e-05      5.63019847e+06      1.34324579e+01      7.37737553e+00      7.54225166e+06     
1.15000000e+03      9.49749190e+05      7.72558688e+02      5.38472047e+03      1.23342776e-05      5.69385664e+06      1.34234195e+01      7.36588685e+00      7.57994467e+06     
1.20000000e+03      9.49749190e+05      8.08866015e+02      5.38211244e+03      1.24867554e-05      5.75671292e+06      1.34167498e+01      7.35879989e+00      7.61954373e+06     
1.25000000e+03      9.49749190e+05      8.46483556e+02      5.37941261e+03      1.26295023e-05      5.81457351e+06      1.34101382e+01      7.35180414e+00      7.66094032e+06     
1.30000000e+03      9.49749190e+05      8.85364287e+02      5.37664129e+03      1.27631428e-05      5.86771575e+06      1.34036124e+01      7.34519661e+00      7.70420205e+06     
1.35000000e+03      9.49749190e+05      9.26521882e+02      5.37382755e+03      1.28913561e-05      5.91765710e+06      1.33977243e+01      7.33968641e+00      7.74947846e+06     
1.40000000e+03      9.49749190e+05      9.69219645e+02      5.37088602e+03      1.30120718e-05      5.96356906e+06      1.33914119e+01      7.33385922e+00      7.79686666e+06     
1.45000000e+03      9.49749190e+05      1.01344538e+03      5.36782416e+03      1.31260630e-05      6.00578903e+06      1.33846414e+01      7.32748022e+00      7.84644120e+06     
1.50000000e+03      9.49749190e+05      1.05937888e+03      5.36461298e+03      1.32342647e-05      6.04470660e+06      1.33775424e+01      7.32085560e+00      7.89825932e+06     
1.55000000e+03      9.49749190e+05      1.10693250e+03      5.36128250e+03      1.33371500e-05      6.08057500e+06      1.33701500e+01      7.31394500e+00      7.95241750e+06     
1.60000000e+03      9.49749190e+05      1.15617137e+03      5.35782718e+03      1.34354489e-05      6.11367427e+06      1.33622985e+01      7.30652252e+00      8.00899252e+06     
1.65000000e+03      9.49749190e+05      1.20185956e+03      5.34739610e+03      1.35244599e-05      6.13512693e+06      1.33522125e+01      7.29197058e+00      8.06810708e+06     
1.70000000e+03      9.49749190e+05      1.22468963e+03      5.31247138e+03      1.35868842e-05      6.12054586e+06      1.33323332e+01      7.24861890e+00      8.12874903e+06     
1.75000000e+03      9.49749190e+05      1.25039115e+03      5.28242486e+03      1.36427248e-05      6.10986650e+06      1.33178600e+01      7.21475486e+00      8.19044184e+06     
1.80000000e+03      9.49749190e+05      1.28863461e+03      5.26563463e+03      1.37027012e-05      6.11531443e+06      1.33069991e+01      7.19420410e+00      8.25347480e+06     
1.85000000e+03      9.49749190e+05      1.34385323e+03      5.26163207e+03      1.37767846e-05      6.13780406e+06      1.32985172e+01      7.18558586e+00      8.31923392e+06     
1.90000000e+03      9.49749190e+05      1.40245672e+03      5.25735275e+03      1.38519929e-05      6.15910965e+06      1.32897159e+01      7.17675349e+00      8.38791324e+06     
1.95000000e+03      9.49749190e+05      1.46333591e+03      5.25288545e+03      1.39252841e-05      6.17893091e+06      1.32805250e+01      7.16750886e+00      8.45953909e+06     
2.00000000e+03      9.49749190e+05      1.52661691e+03      5.24822778e+03      1.39970109e-05      6.19740996e+06      1.32709240e+01      7.15783742e+00      8.53427575e+06     
2.05000000e+03      9.49749190e+05      1.59239055e+03      5.24336581e+03      1.40676149e-05      6.21466178e+06      1.32608368e+01      7.14772216e+00      8.61223775e+06     
2.10000000e+03      9.49749190e+05      1.66073917e+03      5.23829711e+03      1.41374117e-05      6.23081063e+06      1.32503503e+01      7.13712287e+00      8.69353047e+06     
2.15000000e+03      9.49749190e+05      1.73179483e+03      5.23300727e+03      1.42065592e-05      6.24595881e+06      1.32393453e+01      7.12604220e+00      8.77832669e+06     
2.20000000e+03      9.49749190e+05      1.80566625e+03      5.22748477e+03      1.42755657e-05      6.26019314e+06      1.32278042e+01      7.11443159e+00      8.86677353e+06     
2.25000000e+03      9.49749190e+05      1.88240789e+03      5.22172654e+03      1.43445431e-05      6.27363360e+06      1.32158039e+01      7.10227682e+00      8.95894113e+06     
2.30000000e+03      9.49749190e+05      1.96215693e+03      5.21572862e+03      1.44138698e-05      6.28633722e+06      1.32031772e+01      7.08955831e+00      9.05502878e+06     
2.35000000e+03      9.49749190e+05      2.04506315e+03      5.20947410e+03      1.44837851e-05      6.29841239e+06      1.31900478e+01      7.07623658e+00      9.15522003e+06     
2.40000000e+03      9.49749190e+05      2.13119266e+03      5.20294729e+03      1.45545320e-05      6.30991409e+06      1.31763030e+01      7.06232424e+00      9.25961044e+06     
2.45000000e+03      9.49749190e+05      2.22065769e+03      5.19615499e+03      1.46264630e-05      6.32092369e+06      1.31619270e+01      7.04776375e+00      9.36835777e+06     
2.50000000e+03      9.49749190e+05      2.31362377e+03      5.18906297e+03      1.46996858e-05      6.33150016e+06      1.31468921e+01      7.03241591e+00      9.48173332e+06     
2.55000000e+03      9.49749190e+05      2.41015639e+03      5.18166880e+03      1.47745120e-05      6.34171465e+06      1.31311962e+01      7.01639046e+00      9.59979183e+06     
2.60000000e+03      9.49749190e+05      2.51045149e+03      5.17396893e+03      1.48512862e-05      6.35163011e+06      1.31147209e+01      6.99961730e+00      9.72281358e+06     
2.65000000e+03      9.49749190e+05      2.61458725e+03      5.16594367e+03      1.49302104e-05      6.36128912e+06      1.30976151e+01      6.98203904e+00      9.85092155e+06     
2.70000000e+03      9.49749190e+05      2.72268817e+03      5.15757693e+03      1.50115388e-05      6.37076229e+06      1.30796571e+01      6.96360958e+00      9.98432823e+06     
2.75000000e+03      9.49749190e+05      2.83491860e+03      5.14886704e+03      1.50955337e-05      6.38009254e+06      1.30608358e+01      6.94430767e+00      1.01232711e+07     
2.80000000e+03      9.49749190e+05      2.95139829e+03      5.13978881e+03      1.51825575e-05      6.38934483e+06      1.30412549e+01      6.92406674e+00      1.02679291e+07     
2.85000000e+03      9.49749190e+05      3.07226369e+03      5.13032539e+03      1.52727535e-05      6.39855525e+06      1.30207332e+01      6.90284465e+00      1.04184548e+07     
2.90000000e+03      9.49749190e+05      3.19767449e+03      5.12047575e+03      1.53665287e-05      6.40778903e+06      1.29992559e+01      6.88059818e+00      1.05752104e+07     
2.95000000e+03      9.49749190e+05      3.32774341e+03      5.11021127e+03      1.54641022e-05      6.41707208e+06      1.29768670e+01      6.85724165e+00      1.07383012e+07     
3.00000000e+03      9.49749190e+05      3.46263422e+03      5.09952228e+03      1.55659274e-05      6.42648902e+06      1.29533446e+01      6.83274219e+00      1.09079997e+07     
3.05000000e+03      9.49749190e+05      3.60248756e+03      5.08839080e+03      1.56721912e-05      6.43606020e+06      1.29288588e+01      6.80703856e+00      1.10846520e+07     
3.10000000e+03      9.49749190e+05      3.74742247e+03      5.07679947e+03      1.57834302e-05      6.44585729e+06      1.29031211e+01      6.78004211e+00      1.12683920e+07     
3.15000000e+03      9.49749190e+05      3.89758875e+03      5.06473066e+03      1.58998576e-05      6.45592143e+06      1.28763398e+01      6.75169824e+00      1.14594570e+07     
3.20000000e+03      9.49749190e+05      4.05316251e+03      5.05216137e+03      1.60219750e-05      6.46631043e+06      1.28481926e+01      6.72192351e+00      1.16581719e+07     
3.25000000e+03      9.49749190e+05      4.21426651e+03      5.03908474e+03      1.61501758e-05      6.47709260e+06      1.28189020e+01      6.69064291e+00      1.18648449e+07     
3.30000000e+03      9.49749190e+05      4.38101654e+03      5.02547269e+03      1.62848900e-05      6.48830847e+06      1.27881376e+01      6.65773199e+00      1.20797291e+07     
5.50000000e+02      9.57286880e+05      4.15107971e+02      5.41560870e+03      9.11118133e-06      4.27681258e+06      1.35060614e+01      7.44709306e+00      7.36887402e+06     
6.00000000e+02      9.57286880e+05      4.40459615e+02      5.41385334e+03      9.51310174e-06      4.46243956e+06      1.34991728e+01      7.43828563e+00      7.39026709e+06     
6.50000000e+02      9.57286880e+05      4.67432716e+02      5.41243872e+03      9.89485757e-06      4.63824981e+06      1.34960609e+01      7.43528444e+00      7.41293465e+06     
7.00000000e+02      9.57286880e+05      4.94984219e+02      5.41093581e+03      1.02431595e-05      4.79790460e+06      1.34927253e+01      7.43210759e+00      7.43691883e+06     
7.50000000e+02      9.57286880e+05      5.23293264e+02      5.40934396e+03      1.05577443e-05      4.94123302e+06      1.34891993e+01      7.42873432e+00      7.46245015e+06     
8.00000000e+02      9.57286880e+05      5.51041254e+02      5.40731311e+03      1.08360409e-05      5.06709780e+06      1.34823201e+01      7.42023517e+00      7.48928980e+06     
8.50000000e+02      9.57286880e+05      5.80140449e+02      5.40536741e+03      1.10980018e-05      5.18485745e+06      1.34767287e+01      7.41393999e+00      7.51744419e+06     
9.00000000e+02      9.57286880e+05      6.10892304e+02      5.40350593e+03      1.13414071e-05      5.29344226e+06      1.34725937e+01      7.40995217e+00      7.54729761e+06     
9.50000000e+02      9.57286880e+05      6.42514245e+02      5.40155218e+03      1.15673278e-05      5.39339283e+06      1.34682366e+01      7.40578285e+00      7.57855317e+06     
1.00000000e+03      9.57286880e+05      6.72668279e+02      5.39898931e+03      1.17597134e-05      5.47730469e+06      1.34593955e+01      7.39450867e+00      7.61142056e+06     
1.05000000e+03      9.57286880e+05      7.06330283e+02      5.39684064e+03      1.19532187e-05      5.56112112e+06      1.34545610e+01      7.38988272e+00      7.64582451e+06     
1.10000000e+03      9.57286880e+05      7.41234457e+02      5.39456512e+03      1.21314691e-05      5.63729428e+06      1.34494827e+01      7.38500128e+00      7.68206387e+06     
1.15000000e+03      9.57286880e+05      7.73827582e+02      5.39172650e+03      1.22831217e-05      5.70095956e+06      1.34403289e+01      7.37347517e+00      7.71984947e+06     
1.20000000e+03      9.57286880e+05      8.10105076e+02      5.38911293e+03      1.24347459e-05      5.76383969e+06      1.34336525e+01      7.36625129e+00      7.75949114e+06     
1.25000000e+03      9.57286880e+05      8.48454861e+02      5.38647933e+03      1.25792025e-05      5.82276987e+06      1.34275589e+01      7.36020402e+00      7.80096839e+06     
1.30000000e+03      9.57286880e+05      8.86799347e+02      5.38365781e+03      1.27099714e-05      5.87501819e+06      1.34207454e+01      7.35289325e+00      7.84431053e+06     
1.35000000e+03      9.57286880e+05      9.28028707e+02      5.38084783e+03      1.28375056e-05      5.92500907e+06      1.34148050e+01      7.34740919e+00      7.88966540e+06     
1.40000000e+03      9.57286880e+05      9.70794546e+02      5.37791022e+03      1.29575983e-05      5.97097161e+06      1.34085467e+01      7.34160486e+00      7.93711935e+06     
1.45000000e+03      9.57286880e+05      1.01509554e+03      5.37484955e+03      1.30710096e-05      6.01324108e+06      1.34017936e+01      7.33524592e+00      7.98677580e+06     
1.50000000e+03      9.57286880e+05      1.06106225e+03      5.37165449e+03      1.31785967e-05      6.05218690e+06      1.33947299e+01      7.32861524e+00      8.03867999e+06     
1.55000000e+03      9.57286880e+05      1.10871479e+03      5.36831955e+03      1.32810135e-05      6.08811465e+06      1.33873324e+01      7.32167576e+00      8.09291735e+06     
1.60000000e+03      9.57286880e+05      1.15806955e+03      5.36487328e+03      1.33786057e-05      6.12121489e+06      1.33795045e+01      7.31433756e+00      8.14960250e+06     
1.65000000e+03      9.57286880e+05      1.20983286e+03      5.36114863e+03      1.34729145e-05      6.15193419e+06      1.33717775e+01      7.30722131e+00      8.20880744e+06     
1.70000000e+03      9.57286880e+05      1.24188740e+03      5.33556980e+03      1.35428378e-05      6.15008043e+06      1.33553095e+01      7.27396931e+00      8.27034920e+06     
1.75000000e+03      9.57286880e+05      1.25549010e+03      5.29317864e+03      1.35872652e-05      6.12215371e+06      1.33371173e+01      7.22609493e+00      8.33312846e+06     
1.80000000e+03      9.57286880e+05      1.29065470e+03      5.27263332e+03      1.36459897e-05      6.12291635e+06      1.33243951e+01      7.20036431e+00      8.39653808e+06     
1.85000000e+03      9.57286880e+05      1.34611551e+03      5.26862720e+03      1.37201140e-05      6.14549831e+06      1.33158773e+01      7.19177681e+00      8.46238855e+06     
1.90000000e+03      9.57286880e+05      1.40482548e+03      5.26434657e+03      1.37949048e-05      6.16681389e+06      1.33071600e+01      7.18297271e+00      8.53117839e+06     
1.95000000e+03      9.57286880e+05      1.46581843e+03      5.25988364e+03      1.38677268e-05      6.18664735e+06      1.32979998e+01      7.17374195e+00      8.60294089e+06     
2.00000000e+03      9.57286880e+05      1.52921164e+03      5.25523222e+03      1.39390598e-05      6.20513764e+06      1.32883789e+01      7.16409476e+00      8.67779678e+06     
2.05000000e+03      9.57286880e+05      1.59511170e+03      5.25037396e+03      1.40092313e-05      6.22240211e+06      1.32783814e+01      7.15398847e+00      8.75590329e+06     
2.10000000e+03      9.57286880e+05      1.66357494e+03      5.24530686e+03      1.40785586e-05      6.23854822e+06      1.32678987e+01      7.14342115e+00      8.83732785e+06     
2.15000000e+03      9.57286880e+05      1.73476741e+03      5.24002548e+03      1.41473336e-05      6.25369522e+06      1.32568850e+01      7.13235846e+00      8.92227879e+06     
2.20000000e+03      9.57286880e+05      1.80876863e+03      5.23451329e+03      1.42157812e-05      6.26793383e+06      1.32454238e+01      7.12076933e+00      9.01086628e+06     
2.25000000e+03      9.57286880e+05      1.88566173e+03      5.22876212e+03      1.42843553e-05      6.28136431e+06      1.32334144e+01      7.10864347e+00      9.10321498e+06     
2.30000000e+03      9.57286880e+05      1.96555113e+03      5.22277210e+03      1.43531710e-05      6.29407484e+06      1.32208403e+01      7.09595548e+00      9.19945452e+06     
2.35000000e+03      9.57286880e+05      2.04858672e+03      5.21651789e+03      1.44225392e-05      6.30613678e+06      1.32077856e+01      7.08266669e+00      9.29979271e+06     
2.40000000e+03      9.57286880e+05      2.13488249e+03      5.21000661e+03      1.44928297e-05      6.31763874e+06      1.31941140e+01      7.06880426e+00      9.40436376e+06     
2.45000000e+03      9.57286880e+05      2.22454262e+03      5.20320987e+03      1.45642236e-05      6.32863946e+06      1.31797071e+01      7.05424676e+00      9.51333818e+06     
2.50000000e+03      9.57286880e+05      2.31767181e+03      5.19612319e+03      1.46368831e-05      6.33920913e+06      1.31647459e+01      7.03894970e+00      9.62690030e+06     
2.55000000e+03      9.57286880e+05      2.41439147e+03      5.18874402e+03      1.47111598e-05      6.34940646e+06      1.31491006e+01      7.02294609e+00      9.74516801e+06     
2.60000000e+03      9.57286880e+05      2.51485491e+03      5.18104988e+03      1.47873523e-05      6.35930185e+06      1.31326973e+01      7.00621756e+00      9.86837549e+06     
2.65000000e+03      9.57286880e+05      2.61919310e+03      5.17302920e+03      1.48656449e-05      6.36895410e+06      1.31155587e+01      6.98868332e+00      9.99671275e+06     
2.70000000e+03      9.57286880e+05      2.72750934e+03      5.16467364e+03      1.49462967e-05      6.37840405e+06      1.30976653e+01      6.97030000e+00      1.01303818e+07     
2.75000000e+03      9.57286880e+05      2.83995204e+03      5.15597495e+03      1.50296718e-05      6.38771942e+06      1.30789854e+01      6.95103932e+00      1.02695068e+07     
2.80000000e+03      9.57286880e+05      2.95667823e+03      5.14690069e+03      1.51158838e-05      6.39694365e+06      1.30593629e+01      6.93084070e+00      1.04143950e+07     
2.85000000e+03      9.57286880e+05      3.07779986e+03      5.13745153e+03      1.52053592e-05      6.40612842e+06      1.30388979e+01      6.90967032e+00      1.05652654e+07     
2.90000000e+03      9.57286880e+05      3.20345419e+03      5.12760282e+03      1.52983386e-05      6.41533646e+06      1.30175523e+01      6.88747903e+00      1.07222520e+07     
2.95000000e+03      9.57286880e+05      3.33378010e+03      5.11735536e+03      1.53951818e-05      6.42459436e+06      1.29951472e+01      6.86418632e+00      1.08856931e+07     
3.00000000e+03      9.57286880e+05      3.46895848e+03      5.10667683e+03      1.54960836e-05      6.43396919e+06      1.29717466e+01      6.83973695e+00      1.10557830e+07     
3.05000000e+03      9.57286880e+05      3.60907550e+03      5.09555695e+03      1.56014823e-05      6.44350859e+06      1.29473146e+01      6.81409388e+00      1.12326828e+07     
3.10000000e+03      9.57286880e+05      3.75429968e+03      5.08397763e+03      1.57117226e-05      6.45326198e+06      1.29216948e+01      6.78717446e+00      1.14167376e+07     
3.15000000e+03      9.57286880e+05      3.90480112e+03      5.07191912e+03      1.58270699e-05      6.46328207e+06      1.28949536e+01      6.75889869e+00      1.16081637e+07     
3.20000000e+03      9.57286880e+05      4.06072195e+03      5.05937122e+03      1.59481580e-05      6.47363004e+06      1.28669446e+01      6.72919349e+00      1.18073179e+07     
3.25000000e+03      9.57286880e+05      4.22216760e+03      5.04629920e+03      1.60752240e-05      6.48435360e+06      1.28376560e+01      6.69799640e+00      1.20144040e+07     
3.30000000e+03      9.57286880e+05      4.38928957e+03      5.03270134e+03      1.62087258e-05      6.49551947e+06      1.28070651e+01      6.66517589e+00      1.22296053e+07     
5.50000000e+02      9.64824570e+05      4.15728821e+02      5.42255858e+03      9.07332779e-06      4.28182927e+06      1.35228283e+01      7.45453626e+00      7.50797935e+06     
6.00000000e+02      9.64824570e+05      4.41166227e+02      5.42082189e+03      9.47447331e-06      4.46809411e+06      1.35160932e+01      7.44591842e+00      7.52940508e+06     
6.50000000e+02      9.64824570e+05      4.68179430e+02      5.41940911e+03      9.85484025e-06      4.64421111e+06      1.35129733e+01      7.44292804e+00      7.55210500e+06     
7.00000000e+02      9.64824570e+05      4.95785861e+02      5.41791103e+03      1.02012325e-05      4.80384332e+06      1.35096275e+01      7.43976277e+00      7.57614681e+06     
7.50000000e+02      9.64824570e+05      5.24136644e+02      5.41631567e+03      1.05146934e-05      4.94743956e+06      1.35061281e+01      7.43638974e+00      7.60171129e+06     
8.00000000e+02      9.64824570e+05      5.51850651e+02      5.41426131e+03      1.07913724e-05      5.07324227e+06      1.34990578e+01      7.42756974e+00      7.62858264e+06     
8.50000000e+02      9.64824570e+05      5.81083469e+02      5.41234076e+03      1.10525263e-05      5.19129589e+06      1.34936048e+01      7.42153967e+00      7.65681409e+06     
9.00000000e+02      9.64824570e+05      6.11877016e+02      5.41048054e+03      1.12950867e-05      5.30010638e+06      1.34895066e+01      7.41756837e+00      7.68669749e+06     
9.50000000e+02      9.64824570e+05      6.43538953e+02      5.40852804e+03      1.15201359e-05      5.40024960e+06      1.34850925e+01      7.41340006e+00      7.71799350e+06     
1.00000000e+03      9.64824570e+05      6.73757520e+02      5.40597398e+03      1.17115739e-05      5.48416885e+06      1.34762422e+01      7.40208410e+00      7.75094314e+06     
1.05000000e+03      9.64824570e+05      7.07464753e+02      5.40381820e+03      1.19043443e-05      5.56818222e+06      1.34714960e+01      7.39746614e+00      7.78538872e+06     
1.10000000e+03      9.64824570e+05      7.42435655e+02      5.40155318e+03      1.20817039e-05      5.64438376e+06      1.34664079e+01      7.39259499e+00      7.82170186e+06     
1.15000000e+03      9.64824570e+05      7.75091269e+02      5.39871287e+03      1.22325020e-05      5.70805979e+06      1.34572391e+01      7.38101718e+00      7.85957756e+06     
1.20000000e+03      9.64824570e+05      8.10893328e+02      5.39612970e+03      1.23812963e-05      5.77015657e+06      1.34509209e+01      7.37418065e+00      7.89928205e+06     
1.25000000e+03      9.64824570e+05      8.49250885e+02      5.39351553e+03      1.25250406e-05      5.82914009e+06      1.34449356e+01      7.36832021e+00      7.94081185e+06     
1.30000000e+03      9.64824570e+05      8.88284429e+02      5.39066280e+03      1.26575179e-05      5.88238861e+06      1.34377875e+01      7.36068170e+00      7.98423073e+06     
1.35000000e+03      9.64824570e+05      9.29522259e+02      5.38785195e+03      1.27841882e-05      5.93234588e+06      1.34317877e+01      7.35508507e+00      8.02965919e+06     
1.40000000e+03      9.64824570e+05      9.72362000e+02      5.38491642e+03      1.29037189e-05      5.97835849e+06      1.34255547e+01      7.34930585e+00      8.07719226e+06     
1.45000000e+03      9.64824570e+05      1.01677262e+03      5.38185344e+03      1.30165422e-05      6.02068887e+06      1.34189382e+01      7.34310625e+00      8.12691728e+06     
