# This is an exemplary isentrope for an opx mantle composition, exported
# from HeFESTo, for a surface adiabatic temperature of 1600 K. 
#
# POINTS: 1401 
# depth (m), pressure (Pa), temperature (K), density (kg/m^3)
depth             pressure          temperature       density
2.30397e+06 1.028e+11 2289.4106114994137897 4978.76
2.30583e+06 102900000000 2289.8618558861403471 4979.75
2.3077e+06 103000000000 2290.3128372796022632 4980.74
2.30957e+06 1.031e+11 2290.7635560340072516 4981.73
2.31144e+06 103200000000 2291.2140125066134715 4982.72
2.31331e+06 1.033e+11 2291.6642070569064344 4983.71
2.31518e+06 103400000000 2292.1141400402098043 4984.7
2.31705e+06 103500000000 2292.5638118112906341 4985.68
2.31892e+06 1.036e+11 2293.0132227241711007 4986.67
2.32079e+06 103700000000 2293.4623731321112245 4987.66
2.32266e+06 1.038e+11 2293.9112633876202381 4988.64
2.32453e+06 103900000000 2294.3598938424615881 4989.63
2.3264e+06 104000000000 2294.8082648476552095 4990.62
2.32826e+06 1.041e+11 2295.2563767533501959 4991.6
2.33013e+06 104200000000 2295.7042299083273065 4992.59
2.332e+06 1.043e+11 2296.1518246671189445 4993.57
2.33387e+06 104400000000 2296.5991613727128424 4994.55
2.33574e+06 104500000000 2297.0462403722267481 4995.54
2.33761e+06 1.046e+11 2297.4930620120389904 4996.52
2.33948e+06 104700000000 2297.9396266377971187 4997.5
2.34135e+06 1.048e+11 2298.3859345944206325 4998.49
2.34322e+06 104900000000 2298.8319862261073467 4999.47
2.34509e+06 105000000000 2299.2777818763233881 5000.45
2.34696e+06 1.051e+11 2299.7233218880210188 5001.43
2.34882e+06 105200000000 2300.1686066028164532 5002.41
2.35069e+06 1.053e+11 2300.6136363622235876 5003.39
2.35256e+06 105400000000 2301.0584115037777337 5004.37
2.35443e+06 105500000000 2301.5029323687072065 5005.35
2.3563e+06 1.056e+11 2301.9471992966591642 5006.33
2.35817e+06 105700000000 2302.3912126270479348 5007.31
2.36004e+06 1.058e+11 2302.8349726988117254 5008.28
2.36191e+06 105900000000 2303.2784798492803020 5009.26
2.36378e+06 106000000000 2303.7217344149912606 5010.24
2.36565e+06 1.061e+11 2304.1647367320424564 5011.22
2.36752e+06 106200000000 2304.6074871355649520 5012.19
2.36939e+06 1.063e+11 2305.0499859601627577 5013.17
2.37125e+06 106400000000 2305.4922335394958282 5014.14
2.37309e+06 106500000000 2305.9342302071577251 5015.12
2.37493e+06 1.066e+11 2306.3759763006137291 5016.09
2.37677e+06 106700000000 2306.8174721459045031 5017.07
2.37861e+06 1.068e+11 2307.2587180738346433 5018.04
2.38045e+06 106900000000 2307.6997144144993399 5019.02
2.38229e+06 107000000000 2308.1404614973821481 5019.99
2.38413e+06 1.071e+11 2308.5809596550511742 5020.96
2.38597e+06 107200000000 2309.0212092115607447 5021.94
2.38781e+06 1.073e+11 2309.4612104941775215 5022.91
2.38965e+06 107400000000 2309.9009638294987781 5023.88
2.39149e+06 107500000000 2310.3404695434323912 5024.85
2.39333e+06 1.076e+11 2310.7797279612505008 5025.82
2.39517e+06 107700000000 2311.2187394042089181 5026.79
2.39701e+06 1.078e+11 2311.6575041957557914 5027.76
2.39885e+06 107900000000 2312.0960226633546881 5028.73
2.40069e+06 108000000000 2312.5342951299289780 5029.7
2.40253e+06 1.081e+11 2312.9723219177167266 5030.67
2.40437e+06 108200000000 2313.4101033482838830 5031.64
2.40621e+06 1.083e+11 2313.8476397425470168 5032.61
2.40805e+06 108400000000 2314.2849314207560383 5033.57
2.40989e+06 108500000000 2314.7219787016356349 5034.54
2.41173e+06 1.086e+11 2315.1587819029232378 5035.51
2.41357e+06 108700000000 2315.5953413451202323 5036.47
2.41541e+06 1.088e+11 2316.0316573459035681 5037.44
2.41725e+06 108900000000 2316.4677302279073956 5038.41
2.41909e+06 109000000000 2316.9035603033216830 5039.37
2.42093e+06 1.091e+11 2317.3391478860903590 5040.34
2.42277e+06 109200000000 2317.7744932908658484 5041.3
2.42461e+06 1.093e+11 2318.2095968318999439 5042.27
2.42646e+06 109400000000 2318.6444588227250279 5043.23
2.4283e+06 109500000000 2319.0790795762404741 5044.19
2.43014e+06 1.096e+11 2319.5134594047067367 5045.16
2.43198e+06 109700000000 2319.9475986197426209 5046.12
2.43382e+06 1.098e+11 2320.3814975323430190 5047.08
2.43566e+06 109900000000 2320.8151564528711788 5048.04
2.4375e+06 110000000000 2321.2485756916985338 5049
2.43934e+06 1.101e+11 2321.6817555529769379 5049.96
2.44118e+06 110200000000 2322.1146963496826174 5050.93
2.44302e+06 1.103e+11 2322.5473983898546066 5051.89
2.44486e+06 110400000000 2322.9798619809203046 5052.85
2.4467e+06 110500000000 2323.4120874295967951 5053.81
2.44854e+06 1.106e+11 2323.8440750422305427 5054.76
2.45038e+06 110700000000 2324.2758251243062659 5055.72
2.45222e+06 1.108e+11 2324.7073379807725360 5056.68
2.45406e+06 110900000000 2325.1386139159585582 5057.64
2.4559e+06 111000000000 2325.5696532335869051 5058.6
2.45774e+06 1.111e+11 2326.0004562367685139 5059.55
2.45958e+06 111200000000 2326.4310232290758904 5060.51
2.46142e+06 1.113e+11 2326.8613545137941401 5061.47
2.46326e+06 111400000000 2327.2914503895517555 5062.42
2.4651e+06 111500000000 2327.7213111564374231 5063.38
2.46694e+06 1.116e+11 2328.1509371143311000 5064.33
2.46878e+06 111700000000 2328.5803285630877326 5065.29
2.47062e+06 1.118e+11 2329.0094858014617785 5066.24
2.47244e+06 111900000000 2329.4384091276083382 5067.2
2.47424e+06 112000000000 2329.8670988390904313 5068.15
2.47605e+06 1.121e+11 2330.2955552328730846 5069.1
2.47786e+06 112200000000 2330.7237786053310629 5070.06
2.47967e+06 1.123e+11 2331.1517692522502330 5071.01
2.48148e+06 112400000000 2331.5795274680499460 5071.96
2.48329e+06 112500000000 2332.0070535468398703 5072.91
2.4851e+06 1.126e+11 2332.4343477840307060 5073.87
2.48691e+06 112700000000 2332.8614104731541374 5074.82
2.48872e+06 1.128e+11 2333.2882419071447657 5075.77
2.49053e+06 112900000000 2333.7148423783673934 5076.72
2.49234e+06 113000000000 2334.1412121782623217 5077.67
2.49415e+06 1.131e+11 2334.5673515977846364 5078.62
2.49596e+06 113200000000 2334.9932609281740952 5079.57
2.49777e+06 1.133e+11 2335.4189404595076667 5080.52
2.49958e+06 113400000000 2335.8443904812761502 5081.46
2.50139e+06 113500000000 2336.2696112824178272 5082.41
2.5032e+06 1.136e+11 2336.6946031519523785 5083.36
2.50501e+06 113700000000 2337.1193663783205920 5084.31
2.50682e+06 1.138e+11 2337.5439012472934337 5085.25
2.50863e+06 113900000000 2337.9682080454313109 5086.2
2.51044e+06 114000000000 2338.3922870587448415 5087.15
2.51225e+06 1.141e+11 2338.8161385726716617 5088.09
2.51406e+06 114200000000 2339.2397628720905232 5089.04
2.51587e+06 1.143e+11 2339.6631602413226574 5089.98
2.51768e+06 114400000000 2340.0863309641272281 5090.93
2.51949e+06 114500000000 2340.5092753240469392 5091.87
2.5213e+06 1.146e+11 2340.9319936057827363 5092.82
2.52311e+06 114700000000 2341.3544860889533084 5093.76
2.52492e+06 1.148e+11 2341.7767530540954795 5094.7
2.52673e+06 114900000000 2342.1987947806692318 5095.65
2.52854e+06 115000000000 2342.6206115516588397 5096.59
2.53035e+06 1.151e+11 2343.0422036470317835 5097.53
2.53215e+06 115200000000 2343.4635713462062085 5098.47
2.53396e+06 1.153e+11 2343.8847149280582016 5099.41
2.53577e+06 115400000000 2344.3056346709199715 5100.36
2.53758e+06 115500000000 2344.7263308525771208 5101.3
2.53939e+06 1.156e+11 2345.1468037502786501 5102.24
2.5412e+06 115700000000 2345.5670536407328655 5103.18
2.54301e+06 1.158e+11 2345.9870808001119258 5104.12
2.54482e+06 115900000000 2346.4068855040436574 5105.06
2.54663e+06 116000000000 2346.8264680290876640 5105.99
2.54844e+06 1.161e+11 2347.2458286484870769 5106.93
2.55025e+06 116200000000 2347.6649676353194991 5107.87
2.55206e+06 1.163e+11 2348.0838852636597949 5108.81
2.55387e+06 116400000000 2348.5025818063982115 5109.75
2.55568e+06 116500000000 2348.9210575358947608 5110.68
2.55749e+06 1.166e+11 2349.3393127239846763 5111.62
2.5593e+06 116700000000 2349.7573476419793224 5112.56
2.56111e+06 1.168e+11 2350.1751625606611924 5113.49
2.56292e+06 116900000000 2350.5927577502952772 5114.43
2.56473e+06 117000000000 2351.0101334806226987 5115.36
2.56654e+06 1.171e+11 2351.4272900208679857 5116.3
2.56835e+06 117200000000 2351.8442276394775945 5117.23
2.57016e+06 1.173e+11 2352.2609466042240456 5118.17
2.57195e+06 117400000000 2352.6774471835033182 5119.1
2.57373e+06 117500000000 2353.0937296445081301 5120.03
2.57551e+06 1.176e+11 2353.5097942543766294 5120.97
2.57728e+06 117700000000 2353.9256412801337319 5121.9
2.57906e+06 1.178e+11 2354.3412709860776886 5122.83
2.58084e+06 117900000000 2354.7566836373148362 5123.77
2.58262e+06 118000000000 2355.1718794984508349 5124.7
2.58439e+06 1.181e+11 2355.5868588335788445 5125.63
2.58617e+06 118200000000 2356.0016219062913478 5126.56
2.58795e+06 1.183e+11 2356.4161689796769679 5127.49
2.58973e+06 118400000000 2356.8305003160739943 5128.42
2.59151e+06 118500000000 2357.2446161754160130 5129.35
2.59328e+06 1.186e+11 2357.6585168218057333 5130.28
2.59506e+06 118700000000 2358.0722025164313891 5131.21
2.59684e+06 1.188e+11 2358.4856735199905415 5132.14
2.59862e+06 118900000000 2358.8989300926859869 5133.07
2.60039e+06 119000000000 2359.3119724936204875 5133.99
2.60217e+06 1.191e+11 2359.7248009832005664 5134.92
2.60395e+06 119200000000 2360.1374158184703447 5135.85
2.60573e+06 1.193e+11 2360.5498172581019389 5136.78
2.6075e+06 119400000000 2360.9620055605387279 5137.7
2.60928e+06 119500000000 2361.3739809830740342 5138.63
2.61106e+06 1.196e+11 2361.7857437825127818 5139.56
2.61284e+06 119700000000 2362.1972942190004687 5140.48
2.61461e+06 1.198e+11 2362.6086325450987715 5141.41
2.61639e+06 119900000000 2363.0197590152624798 5142.33
2.61817e+06 120000000000 2363.4306738841792139 5143.26
2.61995e+06 1.201e+11 2363.8413774060568358 5144.18
2.62173e+06 120200000000 2364.2518698346234487 5145.11
2.6235e+06 1.203e+11 2364.6621514231292167 5146.03
2.62528e+06 120400000000 2365.0722224243463643 5146.95
2.62706e+06 120500000000 2365.4820830905796356 5147.87
2.62884e+06 1.206e+11 2365.8917336736471952 5148.8
2.63061e+06 120700000000 2366.3011744249024559 5149.72
2.63239e+06 1.208e+11 2366.7104055966847227 5150.64
2.63417e+06 120900000000 2367.1194274357653740 5151.56
2.63595e+06 121000000000 2367.5282401921826931 5152.48
2.63772e+06 1.211e+11 2367.9368441176411579 5153.41
2.6395e+06 121200000000 2368.3452394628538968 5154.33
2.64128e+06 1.213e+11 2368.7534264733544660 5155.25
2.64306e+06 121400000000 2369.1614053989155764 5156.17
2.64483e+06 121500000000 2369.5691764872854037 5157.09
2.64661e+06 1.216e+11 2369.9767399857446435 5158
2.64839e+06 121700000000 2370.3840961411142416 5158.92
2.65017e+06 1.218e+11 2370.7912451997531207 5159.84
2.65195e+06 121900000000 2371.1981874075586347 5160.76
2.65372e+06 122000000000 2371.6049230099783927 5161.68
2.6555e+06 1.221e+11 2372.0114522525445864 5162.6
2.65728e+06 122200000000 2372.4177753821932129 5163.51
2.65906e+06 1.223e+11 2372.8238926398744297 5164.43
2.66083e+06 122400000000 2373.2298042682809864 5165.35
2.66261e+06 122500000000 2373.6355105112193087 5166.26
2.66439e+06 1.226e+11 2374.0410116113321237 5167.18
2.66617e+06 122700000000 2374.4463078107764886 5168.09
2.66794e+06 1.228e+11 2374.8513993512474372 5169.01
2.66972e+06 122900000000 2375.2562864740098121 5169.92
2.67149e+06 123000000000 2375.6609694198668876 5170.84
2.67324e+06 1.231e+11 2376.0654484291912922 5171.75
2.67499e+06 123200000000 2376.4697237418972691 5172.66
2.67674e+06 1.233e+11 2376.8737955974661418 5173.58
2.67849e+06 123400000000 2377.2776642324520253 5174.49
2.68024e+06 123500000000 2377.6813298870342805 5175.4
2.68199e+06 1.236e+11 2378.0847928005086942 5176.32
2.68373e+06 123700000000 2378.4880532107222280 5177.23
2.68548e+06 1.238e+11 2378.8911113550889240 5178.14
2.68723e+06 123900000000 2379.2939674705894504 5179.05
2.68898e+06 124000000000 2379.6966217937633701 5179.96
2.69073e+06 1.241e+11 2380.0990745607182362 5180.87
2.69248e+06 124200000000 2380.5013260071286822 5181.78
2.69423e+06 1.243e+11 2380.9033763682364224 5182.69
2.69598e+06 124400000000 2381.3052258788516156 5183.6
2.69773e+06 124500000000 2381.7068747733560485 5184.51
2.69948e+06 1.246e+11 2382.1083232865121317 5185.42
2.70123e+06 124700000000 2382.5095716540436115 5186.33
2.70297e+06 1.248e+11 2382.9106201058521037 5187.24
2.70472e+06 124900000000 2383.3114688744617524 5188.15
2.70647e+06 125000000000 2383.7121181919678747 5189.05
2.70822e+06 1.251e+11 2384.1125682900501488 5189.96
2.70997e+06 125200000000 2384.5128193999612449 5190.87
2.71172e+06 1.253e+11 2384.9128717525345564 5191.78
2.71347e+06 125400000000 2385.3127255781832901 5192.68
2.71522e+06 125500000000 2385.7123811069000112 5193.59
2.71697e+06 1.256e+11 2386.1118385682616463 5194.49
2.71872e+06 125700000000 2386.5110981914290278 5195.4
2.72046e+06 1.258e+11 2386.9101602051418922 5196.3
2.72221e+06 125900000000 2387.3090248355761105 5197.21
2.72396e+06 126000000000 2387.7076923116592297 5198.11
2.72571e+06 1.261e+11 2388.1061628622519493 5199.02
2.72746e+06 126200000000 2388.5044367145628712 5199.92
2.72921e+06 1.263e+11 2388.9025140953990558 5200.83
2.73096e+06 126400000000 2389.3003952311651119 5201.73
2.73271e+06 126500000000 2389.6980803478327289 5202.63
2.73446e+06 1.266e+11 2390.0955696709875156 5203.53
2.73621e+06 126700000000 2390.4928634257980775 5204.44
2.73795e+06 1.268e+11 2390.8899618370319331 5205.34
2.7397e+06 126900000000 2391.2868651290459638 5206.24
2.74145e+06 127000000000 2391.6835735257909619 5207.14
2.74318e+06 1.271e+11 2392.0800872508298198 5208.04
2.74491e+06 127200000000 2392.4764065287226913 5208.94
2.74664e+06 1.273e+11 2392.8725315847536876 5209.84
2.74837e+06 127400000000 2393.2684626352615851 5210.74
2.75011e+06 127500000000 2393.6641999038711219 5211.64
2.75184e+06 1.276e+11 2394.0597436120169732 5212.54
2.75357e+06 127700000000 2394.4550939807199939 5213.44
2.7553e+06 1.278e+11 2394.8502512306172321 5214.34
2.75703e+06 127900000000 2395.2452155819482869 5215.24
2.75876e+06 128000000000 2395.6399872545484868 5216.13
2.7605e+06 128100000000 2396.0345664678761750 5217.03
2.76223e+06 1.282e+11 2396.4289534409886073 5217.93
2.76396e+06 1.283e+11 2396.8231483925501379 5218.83
2.76569e+06 128400000000 2397.2171515398504198 5219.72
2.76742e+06 128500000000 2397.6109630995206317 5220.62
2.76915e+06 128600000000 2398.0045832914674975 5221.52
2.77088e+06 1.287e+11 2398.3980123329306480 5222.41
2.77259e+06 1.288e+11 2398.7912504407499910 5223.31
2.7743e+06 128900000000 2399.1842978298368507 5224.2
2.77601e+06 129000000000 2399.5771547178328547 5225.1
2.77772e+06 129100000000 2399.9698213188835325 5225.99
2.77943e+06 1.292e+11 2400.3622978515363684 5226.88
2.78113e+06 1.293e+11 2400.7545845291542719 5227.78
2.78284e+06 129400000000 2401.1466815663115995 5228.67
2.78455e+06 129500000000 2401.5385891772098148 5229.57
2.78626e+06 129600000000 2401.9303075756670296 5230.46
2.78796e+06 1.297e+11 2402.3218369770770551 5231.35
2.78967e+06 1.298e+11 2402.7131775941720662 5232.24
2.79138e+06 129900000000 2403.1043296411799020 5233.13
2.79309e+06 130000000000 2403.4952933235354067 5234.03
2.7948e+06 130100000000 2403.8860688564168413 5234.92
2.7965e+06 1.302e+11 2404.2766564512471632 5235.81
2.79821e+06 1.303e+11 2404.6670563190909888 5236.7
2.79992e+06 130400000000 2405.0572686706304921 5237.59
2.80163e+06 130500000000 2405.4472937167975033 5238.48
2.80334e+06 130600000000 2405.8371316662369281 5239.37
2.80504e+06 1.307e+11 2406.2267827307587140 5240.26
2.80675e+06 1.308e+11 2406.6162471179359272 5241.15
2.80846e+06 130900000000 2407.0055250365694519 5242.04
2.81017e+06 131000000000 2407.3946166928822095 5242.93
2.81187e+06 131100000000 2407.7835222963030901 5243.81
2.81358e+06 1.312e+11 2408.1722420556097859 5244.7
2.81529e+06 1.313e+11 2408.5607761782621310 5245.59
2.817e+06 131400000000 2408.9491248713588902 5246.48
2.81871e+06 131500000000 2409.3372883416359400 5247.36
2.82041e+06 131600000000 2409.7252667953616765 5248.25
2.82212e+06 1.317e+11 2410.1130604388617940 5249.14
2.82383e+06 1.318e+11 2410.5006694774833704 5250.02
2.82554e+06 131900000000 2410.8880941166153207 5250.91
2.82725e+06 132000000000 2411.2753345611995428 5251.79
2.82895e+06 132100000000 2411.6623910158164108 5252.68
2.83066e+06 1.322e+11 2412.0492636841722742 5253.56
2.83237e+06 1.323e+11 2412.4359527722635903 5254.45
2.83408e+06 132400000000 2412.8224584824024532 5255.33
2.83579e+06 132500000000 2413.2087810172274658 5256.22
2.83749e+06 132600000000 2413.5949205794772752 5257.1
2.8392e+06 1.327e+11 2413.9808773715399184 5257.98
2.84091e+06 1.328e+11 2414.3666515954528222 5258.87
2.84262e+06 132900000000 2414.7522434528978010 5259.75
2.84432e+06 133000000000 2415.1376531452165182 5260.63
2.84603e+06 133100000000 2415.5228808733922961 5261.51
2.84774e+06 1.332e+11 2415.9079268380692156 5262.39
2.84945e+06 1.333e+11 2416.2927912395380190 5263.28
2.85116e+06 133400000000 2416.6774742777465690 5264.16
2.85286e+06 133500000000 2417.0619761522993940 5265.04
2.85457e+06 133600000000 2417.4462970608906289 5265.92
2.85628e+06 1.337e+11 2417.8304372037468966 5266.8
2.85799e+06 1.338e+11 2418.2143967798097037 5267.68
2.8597e+06 133900000000 2418.5981759867645451 5268.56
2.8614e+06 134000000000 2418.9817750230472484 5269.44
2.86311e+06 134100000000 2419.3651940864219796 5270.32
2.86482e+06 1.342e+11 2419.7484333674105983 5271.19
2.86653e+06 1.343e+11 2420.1314930820476548 5272.07
2.86823e+06 134400000000 2420.5143734103066890 5272.95
2.86994e+06 134500000000 2420.8970745515548515 5273.83
2.87164e+06 134600000000 2421.2795967029533131 5274.71
2.87332e+06 1.347e+11 2421.6619400601016423 5275.58
2.875e+06 1.348e+11 2422.0441048182647137 5276.46
2.87669e+06 134900000000 2422.4260911738429058 5277.34
2.87837e+06 135000000000 2422.8078993202648235 5278.21
2.88005e+06 135100000000 2423.1895294513728913 5279.09
2.88173e+06 1.352e+11 2423.5709817610354548 5279.96
2.88342e+06 1.353e+11 2423.9522564427829820 5280.84
2.8851e+06 135400000000 2424.3333536738009570 5281.72
2.88678e+06 135500000000 2424.7142736950322615 5282.59
2.88846e+06 135600000000 2425.0950166527436522 5283.46
2.89014e+06 1.357e+11 2425.4755827537883306 5284.34
2.89183e+06 1.358e+11 2425.8559721895730945 5285.21
2.89351e+06 135900000000 2426.2361851516116076 5286.09
2.89519e+06 136000000000 2426.6162218311210381 5286.96
2.89687e+06 136100000000 2426.9960824189492996 5287.83
2.89855e+06 1.362e+11 2427.3757671040975765 5288.71
2.90024e+06 1.363e+11 2427.7552760777466574 5289.58
2.90192e+06 136400000000 2428.1346095305184463 5290.45
2.9036e+06 136500000000 2428.5137676520698733 5291.32
2.90528e+06 136600000000 2428.8927506317299958 5292.19
2.90696e+06 1.367e+11 2429.2715586585095480 5293.06
2.90865e+06 1.368e+11 2429.6501919211045788 5293.94
2.91033e+06 136900000000 2430.0286506078841740 5294.81
2.91201e+06 137000000000 2430.4069349069040982 5295.68
2.91369e+06 137100000000 2430.7850450058972456 5296.55
2.91538e+06 1.372e+11 2431.1629810939143681 5297.42
2.91706e+06 1.373e+11 2431.5407433533673611 5298.29
2.91874e+06 137400000000 2431.9183319733842836 5299.15
2.92042e+06 137500000000 2432.2957471430045189 5300.02
2.9221e+06 137600000000 2432.6729887984492962 5300.89
2.92379e+06 1.377e+11 2433.0500578731216592 5301.76
2.92547e+06 137800000000 2433.4269538032381206 5302.63
2.92715e+06 137900000000 2433.8036770237208657 5303.5
2.92883e+06 138000000000 2434.1802277194015005 5304.36
2.93051e+06 138100000000 2434.5566060748092241 5305.23
2.9322e+06 1.382e+11 2434.9328122741658262 5306.1
2.93388e+06 138300000000 2435.3088465011223889 5306.96
2.93556e+06 138400000000 2435.6847089400603181 5307.83
2.93724e+06 138500000000 2436.0603997734965560 5308.7
2.93892e+06 138600000000 2436.4359191846806425 5309.56
2.94061e+06 1.387e+11 2436.8112673556661321 5310.43
2.94229e+06 138800000000 2437.1864444685907074 5311.29
2.94397e+06 138900000000 2437.5614507030936693 5312.16
2.94565e+06 139000000000 2437.9362862447287625 5313.02
2.94733e+06 139100000000 2438.3109512753144372 5313.89
2.94902e+06 1.392e+11 2438.6854459757078075 5314.75
2.9507e+06 139300000000 2439.0597705269174185 5315.61
2.95238e+06 139400000000 2439.4339251096571388 5316.48
2.95406e+06 139500000000 2439.8079099043247879 5317.34
2.95575e+06 139600000000 2440.1817250910371513 5318.2
2.95743e+06 1.397e+11 2440.5553708495999672 5319.07
2.95911e+06 139800000000 2440.9288473595202049 5319.93
2.96079e+06 139900000000 2441.3021548000078838 5320.79
2.96247e+06 140000000000 2441.6752933499756182 5321.65
